Label,a_acc,a_don,logP(o/w),TPSA,Weight,Molecular_Formula
PICT,4,1,3.181,84.879997,320.392,C20H20N2O2
PICT,3,0,3.849,56.810001,304.39301,C20H20N2O
PICT,2,1,4.8829999,49.209999,349.45801,C20H19N3OS
PICT,3,2,4.3200002,44.810001,314.392,C20H18N4
PICT,4,1,3.5469999,84.879997,318.37601,C20H18N2O2
PICT,1,1,4.1539202,54.939999,381.19,C20H18BF2N3O2
PICT,3,1,3.7449999,76.07,351.358,C20H17NO5
PICT,2,0,5.2870002,29.02,378.34,C20H17N3Se
PICT,2,0,4.836,30.18,299.37698,C20H17N3
PICT,3,1,3.471,61.490002,333.367,C20H17N2O3+
PICT,0,1,5.8920002,12.03,271.36301,C20H17N
PICT,2,1,3.0639999,100.98,398.41498,C20H16NO6S-
PICT,2,0,5.2220001,74.839996,423.33698,C20H16N4O2Se
PICT,4,1,1.466,107.19,357.44101,C20H15N5S
PICT,4,1,4.4089999,58.900002,345.42599,C20H15N3OS
PICT,4,3,5.2420001,61.27,313.35999,C20H15N3O
PICT,1,0,5.152,29.27,330.41098,C20H14N2OS
PICT,4,1,3.599,77.040001,314.34399,C20H14N2O2
PICT,2,1,4.296,65.879997,314.34399,C20H14N2O2
PICT,2,1,3.3889999,82.830002,311.34399,C20H13N3O
PICT,1,0,6.9587598,12.89,355.383,C20H12F3NS
PICT,3,0,4.4860001,65.489998,361.37698,C20H11NO4S
PICT,3,2,4.6370001,61.09,297.31299,C20H11NO2
PICT,2,0,4.6989999,95.639999,373.392,C20H11N3O3S
PICT,2,0,3.9760001,40.619999,312.41299,C19H24N2O2
PICT,4,1,1.035,64.089996,339.39499,C19H21N3O3
PICT,3,0,3.2720001,49.150002,307.397,C19H21N3O
PICT,2,0,5.053,25.360001,324.448,C19H20N2OS
PICT,4,2,1.658,96.379997,372.37698,C19H20N2O6
PICT,1,0,3.9289999,20.309999,277.367,C19H19NO
PICT,4,0,3.8269999,44.759998,310.349,C19H18O4
PICT,2,0,4.5110002,26.299999,278.35098,C19H18O2
PICT,1,0,4.8530002,17.07,262.35199,C19H18O
PICT,1,1,5.6199999,24.110001,276.35898,C19H18NO+
PICT,3,2,3.296,83.029999,350.37799,C19H18N4O3
PICT,1,0,4.4889998,16.129999,274.367,C19H18N2
PICT,2,1,3.7160001,49.77,307.349,C19H17NO3
PICT,1,0,5.0040002,20.309999,275.35098,C19H17NO
PICT,2,0,3.7060001,70.639999,289.358,C19H17N2O-
PICT,2,1,5.1532898,55.040001,358.367,C19H17F3N4
PICT,1,0,5.2020001,20.309999,273.33499,C19H15NO
PICT,5,3,2.0150001,143.92,346.34598,C19H14N4O3
PICT,3,1,3.227,72.629997,318.332,C19H14N2O3
PICT,3,0,4.6950002,39.189999,287.31799,C19H13NO2
PICT,2,0,4.152,39.07,287.31799,C19H13NO2
PICT,1,1,5.4660001,32.860001,271.319,C19H13NO
PICT,5,0,2.4895301,87.519997,327.34698,C19H13N5O
PICT,2,0,6.026,24.719999,403.35699,C19H12Cl2N2S2
PICT,1,0,5.1880002,22,269.30298,C19H11NO
PICT,2,0,4.9899998,52.599998,383.19699,C19H11BrO4
PICT,5,2,2.9089999,110.13,350.28198,C19H10O7
PICT,3,0,3.451,69.669998,318.284,C19H10O5
PICT,2,0,3.5339999,40.619999,298.38599,C18H22N2O2
PICT,2,0,3.7160001,55.84,315.36899,C18H21NO4
PICT,1,0,5.2340002,20.309999,265.35599,C18H19NO
PICT,5,1,1.424,70.080002,326.35199,C18H18N2O4
PICT,1,0,3.8039999,20.309999,263.34,C18H17NO
PICT,2,0,3.342,50.82,275.35498,C18H17N3
PICT,1,0,5.3839998,17.07,280.39099,C18H16OS
PICT,2,0,5.0419998,26.299999,296.38998,C18H16O2S
PICT,2,3,3.631,53.849998,289.33798,C18H15N3O
PICT,2,0,3.7639999,50.82,303.38901,C18H13N3S
PICT,4,1,2.6670001,100.83,303.32098,C18H13N3O2
PICT,2,0,6.677,25.780001,352.50601,C18H12N2S3
PICT,4,2,5.4889998,66.239998,320.37201,C18H12N2O2S
PICT,1,0,4.8429999,29.540001,277.40799,C17H27NO2
PICT,0,0,4.1040001,16.379999,256.36899,C17H22NO+
PICT,2,0,3.8180001,26.299999,256.345,C17H20O2
PICT,1,0,3.6830001,20.309999,253.345,C17H19NO
PICT,5,1,2.2887399,79.739998,314.341,C17H18N2O4
PICT,3,0,2.2049999,57.689999,330.40799,C17H18N2O3S
PICT,2,0,3.0999999,53.330002,282.34299,C17H18N2O2
PICT,1,1,4.474,48.02,266.34399,C17H18N2O
PICT,3,0,3.90292,38.77,349.14099,C17H18BF2NO4
PICT,3,2,3.3989999,60.77,283.327,C17H17NO3
PICT,1,0,4.0450001,29.540001,299.39398,C17H17NO2S
PICT,2,2,3.7509999,40.540001,267.328,C17H17NO2
PICT,1,0,3.9460001,20.309999,251.32899,C17H17NO
PICT,0,0,4.01092,16.610001,298.14398,C17H17BF2N2
PICT,4,2,2.2820001,90.629997,312.32498,C17H16N2O4
PICT,2,1,3.523,47.259998,264.328,C17H16N2O
PICT,1,0,4.085,27.030001,248.32899,C17H16N2
PICT,1,0,4.335,20.309999,281.379,C17H15NOS
PICT,2,1,2.1229999,53.169998,278.311,C17H14N2O2
PICT,1,0,4.5029998,16.129999,276.36301,C17H12N2S
PICT,2,0,4.8145299,25.780001,276.36301,C17H12N2S
PICT,3,1,2.816,77.040001,276.29498,C17H12N2O2
PICT,3,1,2.5190001,77.040001,276.29498,C17H12N2O2
PICT,3,3,4.105,48.91,260.29599,C17H12N2O
PICT,2,1,5.1479998,33.119999,277.34698,C17H11NOS
PICT,3,1,4.1609998,59.419998,309.345,C17H11NO3S
PICT,2,0,5.3629198,43.919998,357.14398,C17H10BF2NO3S
PICT,3,1,3.904,59.419998,295.31799,C16H9NO3S
PICT,3,1,1.902,76.68,259.26801,C16H9N3O
PICT,3,1,3.1110001,72.830002,280.23499,C16H8O5
PICT,1,0,2.40292,35.23,319.16299,C16H20BF2N3O
PICT,2,1,2.704,40.540001,289.39899,C16H19NO2S
PICT,3,1,0.62599999,61.880001,301.34601,C16H19N3O3
PICT,3,1,1.538,74.290001,282.34698,C16H18N4O
PICT,1,0,3.675,40.130001,241.31,C16H17O2-
PICT,1,0,2.865,29.540001,255.317,C16H17NO2
PICT,1,0,3.2409999,20.309999,239.31799,C16H17NO
PICT,3,3,2.8515301,44.810001,264.332,C16H16N4
PICT,2,1,3.0139999,63.400002,268.31598,C16H16N2O2
PICT,0,0,4.8109999,3.8800001,222.31099,C16H16N+
PICT,3,2,2.244,66.839996,285.29898,C16H15NO4
PICT,2,0,3.4960001,46.610001,301.366,C16H15NO3S
PICT,3,1,3.378,57.610001,269.29999,C16H15NO3
PICT,2,0,3.4990001,60.439999,268.29199,C16H14NO3-
PICT,4,1,1.65,98.93,314.297,C16H14N2O5
PICT,4,1,1.469,70.080002,298.298,C16H14N2O4
PICT,2,0,3.9449999,37.380001,283.35098,C16H13NO2S
PICT,2,1,2.1270001,68.839996,263.29999,C16H13N3O
PICT,2,1,2.9030001,60.110001,263.29999,C16H13N3O
PICT,6,5,2.5999999,118.22,300.26599,C16H12O6
PICT,3,0,3.131,56.810001,248.28499,C16H12N2O
PICT,3,1,4.4190001,50.189999,281.33499,C16H11NO2S
PICT,2,0,3.3210001,29.02,277.35098,C16H11N3S
PICT,4,3,2.8340001,83.830002,282.25101,C16H10O5
PICT,3,1,3.902,56.91,278.33499,C16H10N2OS
PICT,4,1,3.776,67.260002,283.30701,C15H9NO3S
PICT,4,2,2.6340001,85.480003,263.25598,C15H9N3O2
PICT,3,0,2.257,64.650002,230.226,C15H6N2O
PICT,2,0,1.58092,44.459999,321.13498,C15H18BF2N3O2
PICT,2,2,2.4460001,40.540001,243.306,C15H17NO2
PICT,1,0,3.4449999,20.309999,227.30699,C15H17NO
PICT,2,1,2.777,56.84,256.30499,C15H16N2O2
PICT,1,0,3.1930001,16.129999,224.30699,C15H16N2
PICT,1,0,2.8210001,29.540001,241.28999,C15H15NO2
PICT,2,2,3.3599999,40.540001,241.28999,C15H15NO2
PICT,1,0,3.7079999,20.309999,225.291,C15H15NO
PICT,2,0,3,35.529999,242.27399,C15H14O3
PICT,3,2,3.5945301,41.57,255.29599,C15H14FN3
PICT,1,0,3.9809999,20.309999,255.341,C15H13NOS
PICT,2,0,3.2219999,37.380001,271.34,C15H13NO2S
PICT,3,0,1.418,55.32,267.28799,C15H13N3O2
PICT,1,1,3.69292,36.84,286.08899,C15H13BF2N2O
PICT,5,3,1.574,94.910004,285.255,C15H11NO5
PICT,3,1,4.1469998,50.189999,269.32401,C15H11NO2S
PICT,3,1,1.725,58.529999,282.323,C15H10N2O2S
PICT,1,0,3.1470001,70.309998,287.29498,C14H9NO4S
PICT,4,2,3.5409999,70.419998,271.29599,C14H9NO3S
PICT,3,1,3.1800001,61.09,223.23099,C14H9NO2
PICT,3,2,2.346,75.629997,261.27701,C14H15NO4
PICT,1,0,4.27492,30.52,288.10901,C14H15BF2N4
PICT,3,0,1.956,42.43,242.278,C14H14N2O2
PICT,1,1,3.1730001,35.82,208.26399,C14H12N2
PICT,2,1,4.4790001,33.119999,273.38,C14H11NOS2
PICT,3,3,2.302,87.709999,253.261,C14H11N3O2
PICT,3,1,2.1140001,72.559998,243.21799,C13H9NO4
PICT,1,1,2.7349999,43.09,195.22099,C13H9NO
PICT,4,1,3.5009999,107.84,271.23199,C13H9N3O4
PICT,1,0,3.411,26.299999,228.271,C13H8O2S
PICT,2,1,2.5799999,49.77,233.267,C13H15NO3
PICT,1,0,3.1170001,20.309999,231.319,C13H13NOS
PICT,3,3,2.0195301,78.809998,241.274,C13H13N4O+
PICT,3,2,0.80199999,78.510002,259.26498,C13H13N3O3
PICT,1,0,4.6579199,27.280001,259.06699,C13H12BF2N3
PICT,1,1,2.9300001,42.09,213.23599,C13H11NO2
PICT,1,1,3.006,42.09,213.23599,C13H11NO2
PICT,1,0,3.8340001,17.07,278.42001,C13H10OS3
PICT,4,1,1.146,80.669998,246.21799,C13H10O5
PICT,4,1,1.451,69.800003,211.224,C12H9N3O
PICT,2,1,2.062,69.389999,213.192,C12H7NO3
PICT,1,0,2.3180001,20.309999,189.258,C12H15NO
PICT,3,1,2.158,57.610001,219.23999,C12H13NO3
PICT,2,1,2.0439999,37.299999,188.226,C12H12O2
PICT,2,2,2.8169999,44.080002,171.19899,C11H9NO
PICT,3,1,1.834,63.599998,204.181,C11H8O4
PICT,3,0,3.0599999,39.189999,221.64299,C11H8ClNO2
PICT,1,0,3.1907599,26.299999,228.16899,C11H7F3O2
PICT,2,2,2.142,40.540001,191.23,C11H13NO2
PICT,1,1,1.584,52.32,175.187,C10H9NO2
PICT,2,0,1.252,50.82,171.203,C10H9N3
PICT,0,2,0.625,103.25,237.259,C10H9N2O3S-
PICT,2,1,1.948,46.529999,176.17099,C10H8O3
PICT,4,2,2.0739999,62.82,347.99399,C10H8Br2N2O2
PICT,3,1,2.796,50.189999,207.616,C10H6ClNO2
PICT,3,1,2.313,63.599998,224.599,C10H5ClO4
PICT,2,1,2.349,96.769997,236.231,C10H12N4O3
PICT,0,1,3.385,45.09,224.287,C14H14N2
PICT,0,0,4.0570002,19.07,209.27199,C14H13N
PICT,3,0,3.026,105.31,383.41199,C17H16N6O3S+
PICT,4,1,3.1300001,95.889999,343.37,C18H10N5OS-
PICT,1,1,3.8510001,87.139999,345.37799,C21H17N2O3+
PICT,0,0,2.6489999,17.379999,187.26599,C12H14N+
PICT,0,1,1.275,243.52,531.45398,C21H11N2O11S23-
PICT,2,1,2.9260001,87.139999,347.39398,C21H19N2O3+
