True Label,AM1_dipole,AM1_HF,AM1_HOMO,AM1_LUMO,ASA+,ASA-,ASA_P,CASA+,CASA-,DASA,DCASA,dipoleX,dipoleY,dipoleZ,E,E_ang,E_ele,E_oop,E_sol,E_tor,FCASA+,FCASA-,MNDO_dipole,pmi,pmi1,pmiX,pmiY,pmiZ,rgyr,std_dim1,std_dim2,std_dim3,vsurf_A,vsurf_CP,vsurf_CW2,vsurf_CW3,vsurf_D3,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EWmin1,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB5,vsurf_ID3,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W7,vsurf_Wp2,vsurf_Wp3,vsurf_Wp5,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_don,a_donacc,a_heavy,a_IC,a_nCl,a_nF,a_nH,a_nN,a_nO,a_nS,balabanJ,b_1rotN,b_double,b_max1len,b_single,b_triple,chi1v_C,chiral,chiral_u,diameter,FCharge,GCUT_SLOGP_0,h_ema,h_emd,h_emd_C,h_logS,h_log_dbo,h_log_pbo,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier3,KierA2,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),mutagenic,opr_brigid,opr_leadlike,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VDistEq,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_other,vsa_pol,weinerPath,E_vdw
1,7.3383589,203.02267,-10.94266,-4.5363698,342.28159,154.20195,127.092,1102.8313,342.79095,188.07964,760.04034,-1.5929216,-0.035381701,0.05141506,55.358257,36.971077,-22.647081,0.002303931,-38.532139,9.5742884,2.2212846,0.69043767,9.3229122,3373.2544,499.87427,2865.8376,192.95647,314.46024,3.6349487,3.8698838,1.8088975,0.31570709,2.3999681,0.26531708,2.0107615,1.1461319,357.875,71,0.5,6.5,6.5192022,0.5,8.2006102,8.1240387,-2.4324183,-5.0926323,77.625,35.5,73,6.75,0.67698807,1.1396574,0.60529059,0.22479263,0.63840067,1.7340335,2.2136586,2.4636626,1.6584809,3.9923651,0,1037.375,541.375,229.875,65.125,0.25,505.875,156.875,15.875,1,1,0,0,3,0,15,2,2,5,19,53.06741,0,0,15,4,1,0,1.6410784,2,0,2,20,0,3.1487174,0,0,10,1,-1.4305314,3.7380309,15.129428,8.6957207,-2.2806327,0,8.2795248,0.99996138,10.660684,10.745247,1.3874731,0.062670909,2.8800001,3.8149285,5,3,1,0,2.44853,1,16,1,2,0,3.7880001,-2.79,2.5169013,-1.5169014,46.160652,57.811932,60.198051,48.810394,0,0,0,36.764713,0,0,0,5.6825762,0,9.2917662,51.739056,14.974342,14.974342,212.98103,0,160.59552,70.556618,14.837452,104.12457,194.16347,89.287109,5,0,0.89473683,2.0044,45.796169,16.78553,16.78553,0,0,35.383869,0,114.80322,0,40.897362,1.8990928,27.785418,16.78553,5.2434282,12.558517,137.89864,0,68.281059,67.809998,3.0436943,2.503756,0,5.6825762,17.742489,11.190562,31.611399,691,24.787977
1,9.0289869,-120.07248,-8.7608004,-1.23527,287.46454,188.57634,214.07622,836.80927,549.70001,98.888191,287.10922,1.4113885,0.68835282,-1.0391657,17.208452,16.893147,-35.455654,-0.32055128,-0.4304679,12.468678,1.7578517,1.1547328,7.9946189,3373.7048,518.7406,2396.6541,491.93701,485.11398,3.5933785,3.4319427,1.6108617,0.72236884,6.9765663,0.16091679,2.0123389,1.2019001,313.25,69.625,0.5,0.70710677,0.5,0.5,4.9497476,5.0249376,-2.471833,-7.7414374,239.625,242.625,228.125,42.625,1.7642431,2.1798959,1.1500466,0.62802029,0.82545644,2.6536784,4.0602508,4.9493532,5.5414047,6.2041903,6.5433898,1006.25,544.375,268.625,98.5,8.75,301.75,40.5,2.125,1,0,0,1,3,0,6,0,2,5,19,53.06741,0,0,15,1,4,0,1.9691817,4,3,6,26,0,4.2295976,0,0,10,0,-0.9806093,5.2705803,7.0566635,4.1099854,-3.5480275,0,6.8167024,-0.99908066,3.9638796,14,1.0073739,4.1682916,3.3659606,4.7648182,5,1,1,0,2.2320001,0,11,1,4,0,3.97,-3.9690001,1.6363387,-1.6363387,77.946602,25.520063,2.2085397,0,10.324173,14.708499,14.708499,36.764713,49.750259,0,0,0,29.637598,7.7675405,123.92011,37.40514,77.146309,145.41638,39.741173,128.31017,123.92011,74.90049,141.02632,145.41638,66.125824,5,0,0.63157892,1.9198,14.124202,15.490929,47.724434,62.264381,3.185575,3.185575,0,52.929554,17.643185,74.652206,47.724434,10.999887,28.509541,11.614578,2.7567475,52.929554,70.013268,66.652031,66.839996,3.0961647,13.566921,0,0,0,31.920755,40.700764,708,6.7324443
1,8.9299431,34.51413,-8.9939499,-1.5971,294.96924,197.9183,151.56053,821.1944,550.6087,97.050941,270.58566,-1.8116627,0.45898795,-0.058824744,28.786388,9.7448883,-39.689648,-1.7170701,-4.7514148,28.450039,1.6660887,1.1171082,7.0863957,3678.012,693.56702,2947.353,673.74445,56.914539,3.5904622,3.3577542,1.8357012,0.66878068,6.2494259,0.11229021,2.0025129,1.3718318,334.625,80.875,0.5,0.5,0.70710677,0.5,1,0.5,-2.6796048,-9.1654053,280.5,276.75,273.5,72.625,1.7558364,2.155046,0.64028114,0.45848244,1.057344,2.7544048,3.7312264,4.5181355,4.3141627,4.1893725,3.5384343,1121.875,647,363.875,144.375,23,370.25,90.375,4.875,0,0,1,1,4,0,6,0,1,5,21,60.601334,0,0,15,5,2,0,1.7936754,1,4,4,28,0,2.6547005,0,0,9,0,-1.1704739,8.2754345,8.5431223,5.0444093,-3.7169478,0,8.1889076,-0.42406893,7.1316957,10.070473,2.3260591,0.3780072,2.8125,3.8962266,7,1,1,0,0.81800002,0,16,1,1,0,4.8169999,-4.8169999,1.9293816,-1.9293816,81.122871,21.929874,0,26.509127,0,12.949531,17.440542,91.943405,0,0,5.6825762,19.249496,13.703812,0,130.57928,32.953308,63.343384,159.95195,30.390074,194.99615,84.101913,38.635883,95.535088,206.42932,56.8992,5,0,0.2857143,1.23162,24.259378,15.173408,23.862217,0,3.185575,132.26262,0,35.286369,0,65.458473,47.724434,33.57106,24.259378,3.185575,8.2702427,35.286369,15.173408,132.01758,77.370003,2.9936416,38.498993,0,0,5.6825762,48.280186,44.181568,844,13.637079
1,16.29306,114.33715,-10.89875,-5.1311898,351.31552,216.20441,24.067671,1050.0822,429.59818,135.11111,620.48395,-3.0342603,0.95133829,0.11355553,78.086891,13.681174,15.582132,0.082035273,-34.76672,11.556095,1.8503,0.75697458,17.952154,4646.2573,888.10956,3361.2615,1156.0309,128.96524,4.0281191,3.7629044,2.0923245,0.91130012,7.5079055,0.79380447,1.5821847,0.70572758,449.625,96,2.5495098,0.5,2.2912879,0.5,1,0.5,-2.3118296,-6.0543184,82.125,22.5,83.875,10,0.65708709,1.5053622,1.2378498,0.42234474,0.24810284,0.86848259,3.2907925,6.5521722,6.970499,6.8926511,6.8756819,1001.625,415.625,141.25,26.625,1.25,393.125,57.375,0,0,0,1,2,3,0,12,1,0,3,21,58.979313,0,0,20,1,3,0,1.8592566,5,1,2,29,0,3.8540592,0,0,11,1,-1.4317006,2.7671537,13.045645,13.045645,-3.1137283,0,7.7403121,1,14,14,1,0,4.4875345,6.3366966,4,0,1,0,3.56548,0,13,1,5,0,3.402,-2.405,2.3953488,-1.3953489,111.75768,81.042336,52.879635,16.745916,6.6995511,0,0,51.228157,0,0,0,0,0,7.5112681,58.739422,7.5112681,14.210819,269.12512,6.6995511,273.66913,93.295593,7.5112681,54.195423,234.56894,46.684155,6,0,0.85714287,3.0664999,34.898758,0,0,0,5.9423227,106.1516,0,105.43027,35.286369,48.627472,1.8990928,32.999664,0,21.672607,0,105.43027,35.286369,139.0488,31.57,3.2510195,7.5112681,0,0,0,0,7.5112681,984,24.541687
1,15.885221,266.82324,-10.42741,-5.0516601,303.04169,269.61334,8.5232592,920.94373,549.74164,33.428345,371.20209,-3.1982245,0.21862949,0.025953189,65.837273,5.2678924,16.18717,0.09122391,-38.13068,6.5720119,1.6081997,0.9599874,19.0655,5980.4014,831.97711,5135.4263,836.45215,8.5231886,4.3202486,4.2840385,2.0027792,0.29177439,0.21391903,0,1.7976128,0.4698917,510.5,135.625,0.5,0.70710677,0.5,0.5,0.70710677,0.5,-2.4985416,-1.6505415,82.75,-55.875,23,0,0.21391903,0.1446479,0.062853821,0.2069636,0.15776056,0.045581654,0.14024705,0,0,0,0,1112.25,433.125,79.5,0,0,489,56.5,0,0,0,2,2,0,0,22,1,0,0,25,48.231636,0,0,18,1,0,0,1.2800324,2,1,2,21,0,7.6754265,0,0,12,1,-1.4317007,0,10.895111,10.895111,-6.8950748,0,12.91291,1,14,14,1,0,3.1217415,4.6503162,1,0,1,1,7.1279998,1,26,0,2,2,3.3659999,-2.3659999,1.867642,-0.86764205,36.764713,72.511559,27.504076,16.745916,6.6995511,0,0,39.969585,110.29414,0,0,0,0,0,150.26372,0,6.6995511,160.22581,6.6995511,263.80539,171.56865,0,46.684155,138.92088,46.684155,6,0,0.92000002,5.9380999,1.8990928,0,0,0,5.9423227,0,0,244.37036,35.286369,32.897186,1.8990928,0,0,5.9423227,15.437786,228.93257,35.286369,32.897186,3.8800001,3.3385117,0,0,0,0,0,0,1458,16.674335
1,4.9145513,16.835699,-8.4348001,-0.25288999,415.48996,220.91772,132.79176,1357.4056,721.95911,194.57224,635.44659,0.18725736,-0.76638359,0.13662009,63.157082,21.124071,-8.3402929,-2.5809875,-2.6039865,16.449856,2.1329184,1.1344286,3.397265,6608.6733,1023.2982,5565.1392,878.047,165.48723,4.513061,4.6967449,1.8493372,0.94692528,5.7457118,0.64452511,1.578704,0.58092242,473.5,94.5,0.5,0.5,0.70710677,0.5,1.118034,0.70710677,-2.6165748,-4.8008866,144.875,98,104.375,11.375,0.72022712,0.70775378,0.42983589,0.5383935,0.24072911,1.4913412,3.3342185,5.0953517,4.9894342,0,0,1106.75,468.375,143,32.375,0,370.375,38.625,0,0,0,2,3,1,0,12,0,0,1,24,67.578262,0,0,28,2,1,0,1.7725767,8,1,6,40,0,6.9711614,0,0,14,0,-0.98079848,3.8331819,6.304101,6.304101,-5.1860337,0,7.7630963,0,14,14,1,0,5.25,7.4879999,3,0,1,0,4.6149998,0,12,1,8,1,4.4060001,-4.4060001,1.4137433,-1.4137433,155.8932,34.123089,0,8.458519,0,0,0,98.03923,74.990707,0,0,0,13.566921,0,186.59686,13.566921,13.566921,198.47481,0,235.28622,186.59686,88.557632,149.78545,198.47481,61.227818,7,1,0.91666669,4.6100001,6.2486277,5.6876111,0,73.758316,30.233366,0,0,141.14548,0,138.81755,23.862217,0,6.2486277,6.37115,5.513495,141.14548,79.445923,133.30406,23.549999,3.5960317,13.566921,0,0,0,8.458519,13.566921,1535,17.782103
1,5.4716468,-187.14648,-8.92873,-1.29735,194.50188,230.32744,126.69628,467.9715,553.9375,35.825569,85.965988,-1.0050331,-0.33657798,0.25596508,28.709152,14.685725,-11.84635,-0.94815004,2.6335959,9.9918671,1.1015518,1.303906,5.3784118,2683.3818,736.1192,1203.1191,1336.1156,144.14717,3.2299552,3.0571952,1.5746363,0.6356079,4.1445041,0.17498361,2.2216332,1.6143472,225.5,44.5,0.5,0.5,1,0.5,1,0.5,-2.3357067,-5.8475981,264,323.125,261.75,19,2.3066325,2.7215831,1.6874115,1.2459328,0.48377979,0.98274404,1.3884361,1.9809449,5.0536332,5.3599362,0,947.25,594.75,316.875,93.125,0.875,271.625,55.125,5.625,1,1,0,0,1,0,6,0,1,2,18,51.612221,0,3,10,1,2,0,2.0707157,2,2,4,21,0,3.522491,0,0,9,0,-0.98134899,3.9420545,4.6698599,3.2537572,-3.6789942,0,5.6400442,0,14,14,1,0,3.3217993,4.0017753,3,1,1,0,2.88076,0,11,1,2,0,3.6830001,-3.684,1.4794816,-1.4794816,42.489925,27.728603,8.6190128,0,0,14.708499,9.0455017,37.702133,31.002581,0,35.725906,0,16.207567,0,120.63819,16.207567,39.961571,102.59155,23.754002,106.98324,121.90931,70.681152,116.24649,101.32043,45.565338,5,0,0.55555558,2.9830999,10.999887,33.515732,23.862217,18.439579,3.185575,0,0,73.758316,0,86.206528,23.862217,55.880226,7.7595162,8.4290028,23.953074,70.572739,26.185041,33.326015,38.330002,2.9131734,13.566921,0,0,5.6825762,17.212255,19.249496,579,39.862179
1,3.2658317,116.40695,-8.3175097,-1.29557,447.71658,280.35117,31.783344,1286.2897,804.88818,167.36542,481.40152,0.50133574,-0.33676526,-0.069834366,50.71867,6.1727071,-7.2534814,0.07457836,-3.556041,14.597242,1.7667171,1.1055127,3.2352386,15210.801,2731.7031,12372.894,1114.0658,1723.8416,5.3509121,4.296258,2.0979331,1.2060987,3.2983437,0.43311128,1.8858099,0.82714438,602,148.625,0.5,1.118034,1.2247449,0.5,8.0156097,8.031189,-2.894074,-5.1510096,204.75,170.375,167.125,19.875,1.1446037,1.3378317,1.2245727,0.77802593,0.87609059,0.93632931,1.5968449,2.8297901,2.4387927,2.5515292,0,1496.125,715.875,258.75,55.75,0.5,545.5,91.625,0,0,0,2,2,2,0,24,0,0,2,31,68.209366,0,0,17,1,1,0,1.2301357,3,2,2,23,0,8.8747854,0,0,13,0,-0.77408719,4.2898993,6.0287838,6.0287838,-10.127771,0,15.075312,0.017802918,14,8.7417078,1.093475,0.010709085,4.665741,7.7097001,2,0,0,2,8.7060003,1,28,0,3,3,3.6210001,-3.622,1.3998531,-1.3998531,28.417204,66.414955,0,8.458519,0,0,0,146.94464,141.66408,0,0,0,19.249496,0,307.85822,19.249496,19.249496,103.29068,0,376.74133,296.81552,19.249496,34.407566,114.33337,15.158071,7,1,0.67741936,8.2707195,0,22.473141,0,0,32.990112,6.110209,0,244.37036,17.643185,125.2342,23.862217,16.78553,6.110209,9.1278973,15.008959,229.36139,23.330795,125.2342,29.959999,3.5838015,19.249496,0,0,0,8.458519,19.249496,2714,16.470236
1,8.2282734,65.805054,-8.4114599,-1.12304,237.63219,234.42505,94.035896,553.68298,545.97595,3.2071247,7.7070255,-1.683499,0.48450989,-0.001821976,53.228947,27.887093,-4.621417,-0.76317179,-6.7924714,5.2557244,1.172915,1.1565884,7.2285047,3715.8914,337.92825,3077.2627,628.94788,9.6807518,3.8226781,3.6703291,1.5703441,0.39252084,9.3062792,1.0154461,2.0233505,1.0430014,371.875,83,0.5,0.70710677,0.5,0.5,0.5,1,-2.3246291,-4.4893866,141.625,162.5,139,6.25,1.0011367,1.514281,0.51722479,0.34098688,0.67837232,2.5795448,4.6719394,7.383275,8.3789196,0,0,981.75,482.625,175.5,27.125,0,320.125,36.5,0,0,0,1,1,0,0,12,0,0,0,19,50.558678,0,0,14,2,2,0,1.6547785,2,1,4,22,0,4.4331746,0,0,10,0,-0.98072773,3.9615095,4.7601089,4.7601089,-4.2901568,0,7.7644897,0,14,14,1,0,2.6122448,3.6949792,4,0,1,0,3.8659999,1,15,1,2,0,3.0650001,-3.066,1.0873102,-1.0873102,65.332451,29.62035,0,0,0,6.6995511,0,100.77757,12.254904,0,0,0,33.931049,0,146.96352,33.931049,40.6306,101.65235,6.6995511,210.65678,111.87755,33.931049,37.959084,136.73831,4.0280342,5,1,0.10526316,3.2319701,3.1243138,7.0856161,0,50.935009,6.37115,84.662781,0,112.23026,0,5.513495,7.0856161,0,54.059322,6.37115,11.884645,124.72751,0,65.794373,49.060001,3.0765772,0,0,0,0,33.931049,0,693,12.270264
1,3.5707684,235.88174,-7.9988599,-0.61378998,461.38309,388.0401,0,1918.4309,1614.6348,73.343002,303.79608,-0.38197508,-0.38334763,-0.30142593,99.443871,43.692039,-8.9811125,0.44869474,-5.7377219,14.379848,2.2585101,1.9008603,3.5344644,18813.262,2471.2402,2110.1067,16100.292,602.86292,6.0520282,5.8299375,2.2862251,1.1812124,6.6618133,0.88019216,1.7559563,0.60535592,735,188.875,6.2649822,0.5,6.2849026,0.86602539,0.70710677,0.5,-2.7913949,-5.4946342,160.875,20,84.5,11.5,0.30650017,0.46325135,0.24377389,0.1684334,0.13100709,0.78981608,2.3953948,6.3426251,6.2075009,6.2901216,0,1648,710.875,188,27.125,0.75,690.875,103.5,0,0,0,2,3,1,0,39,0,0,1,40,80.541351,0,0,27,3,0,0,0.94059169,6,0,1,33,0,11.702135,0,0,18,0,-0.81740516,2.212693,7.1195955,7.1195955,-11.133347,0,21.190668,0.13027121,14,7.8245354,1.4724121,0.083209008,6.4518776,8.7816525,3,0,0,2,10.655,0,40,0,6,3,5.0890002,-5.0900002,2.1488245,-2.1488245,29.006744,128.56453,11.190562,0,0,0,0,126.96612,208.33337,0,0,5.6825762,0,0,340.98206,5.6825762,5.6825762,168.76183,0,497.36176,349.96408,5.6825762,12.382127,159.77982,6.6995511,9,0,0.80000001,9.8292999,3.1243138,18.684622,0,0,0,0,0,495.29565,0,8.2702427,0,18.684622,3.1243138,0,27.199909,476.36597,0,0,21.059999,4.0044918,5.6825762,0,0,0,11.190562,5.6825762,5913,20.840788
1,3.7895896,313.6416,-7.9685602,-0.66684997,518.35327,455.25058,0,2440.4072,2141.4988,63.102695,298.90851,-0.48178399,-0.4091965,0.1235869,108.36162,44.906723,-9.9116488,0.2680805,-5.7690125,17.084408,2.5065711,2.1995585,3.6619003,32494.168,2570.8796,2497.8159,29731.932,264.41901,7.4228668,7.2792673,2.3250933,0.84146571,8.4684992,0.8707391,1.8075265,0.59727794,857.5,237.5,7.0887237,7.3824115,0.5,0.5,0.5,1,-2.7136545,-5.5060396,193.25,21.125,97.625,12.125,0.40406448,0.39644271,0.13854639,0.16251737,0.1221237,0.81860965,2.8703449,8.0534363,7.9885526,7.9615145,0,1900.625,829.875,207.625,27.25,0.625,808.75,110,0,0,0,2,3,1,0,45,0,0,1,46,90.878204,0,0,31,3,0,0,0.80444771,7,0,1,38,0,13.773502,0,0,22,0,-0.8174029,2.2081873,8.2157106,8.2157106,-13.087156,0,24.449242,0.11461016,14,7.8879113,1.4276743,0.072569482,7.5508389,10.203862,3,0,0,2,12.615,0,46,0,7,3,5.6890001,-5.6900001,2.3983431,-2.3983431,29.006744,145.62607,11.190562,0,0,0,0,131.38319,257.353,0,0,5.6825762,0,0,394.41876,5.6825762,5.6825762,185.82338,0,567.85999,398.9837,5.6825762,12.382127,181.25844,6.6995511,11,0,0.82608694,11.4963,3.1243138,18.684622,0,0,0,0,0,572.2395,0,8.2702427,0,18.684622,3.1243138,0,33.57106,546.93872,0,0,21.059999,4.2983217,5.6825762,0,0,0,11.190562,5.6825762,9342,18.932064
1,4.1335001,-19.305611,-8.2143297,-0.53416997,326.59167,214.11809,124.96082,954.30084,624.58246,112.47358,329.71838,-0.69836491,-0.032137964,0.11102993,32.75486,20.380142,-23.010332,-0.54327494,-2.2288039,8.502121,1.7649041,1.155116,2.7671556,5002.0166,558.44952,3965.5842,914.42133,122.01099,4.1941028,4.3044529,1.5897219,0.79919356,5.1121378,0.28626615,1.8045671,0.79589146,404.25,79.875,0.5,3.6400549,4.1231055,0.70710677,3.8405728,3.3541019,-2.4127111,-5.5776339,179.125,137.625,147.75,22.5,0.83143187,1.1192776,1.1864961,0.95869118,0.54450136,1.7946197,3.3397911,4.2815638,4.1762638,3.6522439,0,1069.875,491.625,190,58.5,0.25,354,42.25,0.25,0,0,1,2,3,0,12,0,2,5,21,59.734203,0,0,20,2,2,0,1.7605669,5,1,6,29,0,5.2682729,0,0,12,0,-0.98051959,4.7930431,8.2763376,4.4460173,-3.7753811,0,7.8862238,-0.039846964,8.3598108,9.6974945,1.2619033,3.0844135,4.7333822,6.153409,4,2,1,0,3.552,0,13,1,5,0,4.0619998,-4.0609999,1.6355848,-1.6355848,94.692513,57.739677,0,0,20.648346,0,0,61.274521,62.005161,0,0,0,5.6825762,15.535081,144.49734,21.217657,41.866001,173.08054,20.648346,195.08595,144.49734,58.713013,122.49192,173.08054,63.778912,6,0,0.5714286,3.6946001,53.894768,0,17.214357,36.879158,3.185575,16.78553,0,123.50229,0,82.652382,0,67.555984,3.1243138,13.672431,5.513495,123.50229,36.879158,83.866386,56.060001,3.3880837,5.6825762,0,0,0,20.299505,32.816418,1038,20.061266
1,3.6496933,112.44537,-8.2417202,-0.41396999,270.91656,206.33749,53.913013,528.28729,402.56445,64.579071,125.72285,-0.032721981,-0.75818229,-0.02294847,63.41497,34.307343,-7.4881544,-0.68883711,-9.8262634,8.3604097,1.106931,0.84350139,1.4736553,3436.0757,276.50766,260.92767,3158.917,16.231085,3.7972991,4.0732522,1.4080365,0.42592978,3.2195539,0.2144109,1.8698379,0.96761501,350.25,73.375,0.5,0.5,0.70710677,1.2247449,0.70710677,1.2247449,-2.4377561,-5.512444,154.5,116.375,151.625,25.875,0.54567468,0.51077688,0.20777676,0.21601161,0.52955949,1.3043948,1.9684994,2.5783505,2.7994483,3.0689332,0,999.25,494.25,214.375,69.625,2.375,377.875,62.75,6.125,1,1,0,0,3,0,15,0,3,6,18,45.394062,0,0,14,4,0,0,1.5235243,2,0,4,18,0,3.2767091,0,0,10,0,-0.98071486,5.3140731,6.7246461,3.7843995,-3.4731143,0,8.143836,0.061368339,13.108582,8.1845446,2.4758894,0.58780897,2.8049672,3.5645702,4,1,1,0,2.37253,0,16,1,2,0,2.869,-2.8699999,1.3395827,-1.3395827,51.246323,29.857702,17.890114,19.809576,0,0,0,120.00681,0,0,0,11.365152,0,0.13689101,131.50885,11.502043,11.502043,118.80371,0,223.62885,84.894577,11.365152,26.683716,165.41798,15.318564,5,0,0.72222221,2.6909001,3.1243138,33.57106,16.78553,0,0,65.794373,0,132.44641,0,2.7567475,0,33.57106,19.909843,0,12.129689,123.07346,0,65.794373,44.810001,3.1258183,0,0,0,0,22.381124,17.047728,635,23.007256
1,3.8278749,192.57492,-7.9604001,-0.42556,368.11249,320.52832,0,1116.4851,970.88031,47.584152,145.60484,0.47517514,0.33519399,-0.046430219,97.587471,44.32793,-0.33708039,0.43132168,-4.965313,10.706032,1.6212881,1.4098501,3.7418211,7823.1045,2351.8779,4402.8149,3251.7585,168.53085,4.4306812,4.0058722,2.6629398,0.81342596,4.6389956,1.0053425,1.6691598,0.58501446,573,129.125,0.5,0.70710677,0.5,0.5,0.70710677,0.5,-2.8951471,-5.6382232,103,2.625,67.375,9.375,0.32542485,0.3746351,0.37551421,0.38013902,0.32621795,0.64317226,1.7509766,4.3676219,4.515729,4.5793395,0,1281,527.25,148.875,23.5,1,524.625,81.5,0,0,0,2,2,1,0,23,0,0,1,31,62.590839,0,0,22,2,0,0,1.2674384,3,3,1,32,0,9.6367512,2,2,12,0,-0.80917341,2.281527,5.9525528,5.9525528,-8.1171274,0,14.675589,0.48405477,14,7.027709,1.9989831,0.3945148,4.1813335,6.3592706,2,0,1,1,7.02,0,33,0,3,2,4.322,-4.323,1.710786,-1.710786,17.438864,98.706825,11.190562,0,0,0,0,41.181789,208.33337,0,0,5.6825762,0,0,255.19774,5.6825762,5.6825762,127.33625,0,345.64206,266.38831,36.891933,36.891933,116.14568,0,6,0,0.61290324,7.0165,0,18.684622,0,0,11.455817,0,8.8215923,326.2764,35.286369,0,0,18.684622,0,20.277411,8.69907,317.57733,35.286369,0,17.82,3.3709514,5.6825762,0,0,0,11.190562,5.6825762,2443,30.726532
1,3.0791497,93.550911,-7.9545999,-0.63941002,334.35507,255.3925,1.4640023,777.7099,593.53217,78.96257,184.17772,-0.41992119,0.1403798,-0.065016918,37.098602,8.3732729,-9.4225702,-1.0801953,-5.2201977,6.5553403,1.3187165,1.0064173,2.1573198,6912.9551,385.92923,6521.6162,375.05096,16.287628,4.8959699,5.2088127,1.5259539,0.39103985,8.1004896,0.73496562,1.7626631,0.54012823,481.25,115.5,1.5811388,0.5,1.5,0.5,0.5,1,-2.3016839,-5.2910876,138.875,67.5,83.375,10.25,0.48195457,0.98449516,0.69814324,0.34522894,0.36389911,1.5617354,4.5096474,7.6681476,7.7309136,7.8120475,0,1111.5,464.625,106.125,22.75,0.625,397.125,22.75,0,0,0,1,1,1,0,16,0,0,1,22,51.600208,0,0,20,2,0,0,1.3704733,3,1,4,26,0,5.8807683,0,0,14,0,-0.98071444,3.152849,5.2484636,5.2484636,-5.3045073,0,9.7235479,0.37822187,14,7.215889,1.9409683,0.28328076,4.5211182,5.1589265,2,0,1,0,4.9229999,0,18,1,3,1,3.26,-3.26,1.1448627,-1.1448627,53.996117,53.618797,0,0,0,0,0,130.91666,73.529427,0,0,0,5.6825762,0,210.12865,5.6825762,5.6825762,107.61491,0,305.36145,159.23419,5.6825762,12.382127,158.50937,6.6995511,7,0,0.22727273,4.7796202,3.1243138,16.78553,0,0,9.1278973,65.794373,0,163.50577,35.286369,36.082764,0,16.78553,3.1243138,9.1278973,7.4738488,158.78867,35.286369,99.120392,16.129999,3.5489604,5.6825762,0,0,0,0,5.6825762,1230,18.018414
1,5.5357704,13.46598,-8.3331499,-0.56528997,232.10278,170.28032,99.718933,390.39688,286.75204,61.822468,103.64483,0.95670378,0.47045878,-0.005997343,25.671749,5.6606798,-4.1545024,-0.8418954,-2.3496644,4.4906459,0.97021192,0.71263444,4.352488,1917.9866,172.19121,1692.5059,217.04956,8.4311275,3.3083947,3.208492,1.3982365,0.36618868,7.8055334,0.42541382,1.965399,0.59941775,283.75,59,0.5,2,2.0615528,4.9497476,0.5,4.974937,-2.0177391,-4.6335273,224.125,159.125,108.5,12.5,1.0497546,1.0113401,0.37553748,0.20789304,1.1996149,3.0867667,5.9041634,6.8367248,6.537293,0,0,826.875,380.625,111.25,38,0,221.5,2.75,0,1,1,0,0,1,0,6,0,0,1,13,36.051968,0,0,13,1,1,0,2.1731677,3,2,4,18,0,2.7767091,0,0,9,0,-0.98071444,2.6943712,4.3794284,4.3794284,-2.6237633,0,5.1720395,0,14,14,1,0,3.7037036,3.6903534,2,0,1,0,2.392,1,7,1,3,0,2.322,-2.322,0.88391,-0.88391,32.291866,25.592316,22.770269,0,0,0,0,85.45063,36.764713,0,0,0,13.566921,0,135.78226,13.566921,13.566921,80.654449,0,184.36491,87.096344,13.566921,32.071804,129.34038,18.504883,5,1,0.92307693,1.9647,3.1243138,0,44.007435,0,3.185575,65.794373,0,88.215919,17.643185,2.7567475,23.862217,0,3.1243138,3.185575,2.7567475,88.215919,17.643185,85.939598,20.309999,2.913255,13.566921,0,0,0,22.058474,13.566921,280,25.458117
