v,Feature importance based on training set,Feature importance based on test set,Subtypes,colors
NsssB,2.389265733038215e-07,3.7388368079316336e-07,Estate,#6568f7
NsssP,0.0,0.0,Estate,#6568f7
Xp-6dv,2.6576559652990994e-07,5.364418029785156e-07,Connectivity,#4fff00
Xp-4dv,2.5433572858890585e-07,-1.6255812251841917e-08,Connectivity,#4fff00
ATS8m,1.92021781808549e-07,7.3083422391651e-07,Autocorr,#bfff00
ATS8Z,2.2325495427910624e-06,1.1196190660145433e-06,Autocorr,#bfff00
Xp-3d,1.9364397634169528e-05,4.0508129379945856e-05,Connectivity,#4fff00
AllSubgraphsOfLength3,2.3005106909779194e-05,4.258210008789565e-05,Path,#00fff6
Xpc-5d,1.910464330157069e-05,3.962421959091689e-05,Connectivity,#4fff00
NumCyclicSingleBonds,-9.35090197751176e-06,-0.00012462586164474487,Constitution,#ffd500
Xch-6d,4.3755227869812785e-06,1.1924315582612088e-05,Connectivity,#4fff00
Xch-5d,-1.3075768947601318e-06,-1.1724504558330295e-06,Connectivity,#4fff00
Xch-3d,0.0,0.0,Connectivity,#4fff00
3MemberedRings,0.0,0.0,Constitution,#ffd500
NsssNH,7.541934874955025e-06,0.0,Estate,#6568f7
SsssNH,0.0008210411972621179,-0.00018947097388188894,Estate,#6568f7
NssNH2,0.0,0.0,Estate,#6568f7
ATSC2c,0.0002586331049150292,-0.0005887943235310944,Autocorr,#bfff00
fr_phos_acid,0.0,0.0,Fragment,#009eff
NdsssP,0.0,0.0,Estate,#6568f7
MATS6c,0.0008097528056665304,0.00014753368767816966,Autocorr,#bfff00
ATSC6se,-1.2768771160742709e-05,-0.0004639070142399282,Autocorr,#bfff00
ATSC6are,6.523618305276369e-05,-0.0012279925021259075,Autocorr,#bfff00
ATSC5Z,0.00026811769401491325,0.00013771246780047708,Autocorr,#bfff00
AATSC5m,0.00044165102934301537,6.366792050271908e-05,Autocorr,#bfff00
AATSC5v,4.69334931536558e-05,-0.00014172426678926708,Autocorr,#bfff00
ATSC4d,0.00046655340966861303,8.371133695939115e-05,Autocorr,#bfff00
MATS4p,0.00044990661130717147,0.0005586208267644999,Autocorr,#bfff00
MATS4v,0.00015914321623067273,8.283420042554113e-05,Autocorr,#bfff00
ATSC4v,0.00024997485293587474,0.0003134208646686787,Autocorr,#bfff00
ATSC3i,1.6582791100838712e-05,-9.698623960674446e-05,Autocorr,#bfff00
ATSC2d,0.00015336952426225903,2.9807740991705245e-05,Autocorr,#bfff00
ATSC3m,5.7592395354411074e-05,-2.693181688140367e-05,Autocorr,#bfff00
SpAD_Dzi,1.5023926442925273e-06,3.5424124110727817e-06,Matrix,#ff00ed
SpMax_Dzi,1.7652796080458444e-07,4.307790235968945e-06,Matrix,#ff00ed
NaaSe,2.2110444578560262e-06,0.0,Estate,#6568f7
PChargeMean,-5.0709667530624e-06,-2.096661112527265e-05,Charge,#0033ff
MINsssssP,0.001969657076353437,0.0009716830470344329,Estate,#6568f7
Xp-7dv,-7.365914878043611e-09,-1.5768137845428853e-06,Connectivity,#4fff00
NsssSiH,0.0,0.0,Estate,#6568f7
NssSiH2,0.0,0.0,Estate,#6568f7
ATS7Z,-1.7060982909766764e-06,-6.618147546655351e-06,Autocorr,#bfff00
ATS3m,-1.8534165890926602e-06,-2.645633437436956e-06,Autocorr,#bfff00
ATS7m,4.670074717605388e-06,7.038089361977029e-06,Autocorr,#bfff00
Xp-4d,6.305358626634838e-05,0.0001292696053331044,Connectivity,#4fff00
AllPathsOfLength4,9.211034260103723e-06,2.5212764739990234e-05,Path,#00fff6
CyclicDivalentNodes,0.00029200332408607643,0.000544919209046757,Constitution,#ffd500
Xch-7d,1.2222338806600064e-06,2.0936131477355957e-06,Connectivity,#4fff00
Xch-5dv,5.596402019580893e-08,-8.696859533641188e-07,Connectivity,#4fff00
Xch-4d,3.8116493017437136e-07,1.6899271444437147e-06,Connectivity,#4fff00
fr_quatN,1.987103711575955e-07,0.0,Fragment,#009eff
MAXsssNH,0.0028814402493564373,0.0011888437650420247,Estate,#6568f7
MINssNH2,0.0012922290373932332,0.0008548992601307148,Estate,#6568f7
ATSC2pe,0.000199149278077293,0.00023460523648688447,Autocorr,#bfff00
MATS2c,0.0002628141506152426,0.00015243346040894057,Autocorr,#bfff00
MATS2are,0.00010027143765578561,7.065250114957067e-05,Autocorr,#bfff00
AATSC6s,0.0009610778228803518,0.0002377128059213307,Autocorr,#bfff00
MATS6s,0.0005726683884859085,0.0005032542076977009,Autocorr,#bfff00
ATSC6s,0.0009964630854401024,0.0006934472105719625,Autocorr,#bfff00
ATSC6pe,0.00022471095011999953,-0.000555769286372465,Autocorr,#bfff00
AATSC5Z,0.00034621264785528183,-0.00018988278779119572,Autocorr,#bfff00
ATSC5v,-1.8106604163792284e-06,-0.00011603398756554473,Autocorr,#bfff00
MATS5v,0.00010028989477595118,-0.00021806088360876164,Autocorr,#bfff00
AATSC4d,0.0003336000848900289,0.0003809109330177307,Autocorr,#bfff00
AATSC4i,0.0003181056712161512,0.00023237412626087028,Autocorr,#bfff00
MATS4i,0.00024243054742167924,0.00019906935366709178,Autocorr,#bfff00
AATSC3d,6.453328850597462e-05,-0.00018191676248213717,Autocorr,#bfff00
MATS2d,2.9529698870489618e-05,-1.1144036596522078e-05,Autocorr,#bfff00
ATSC3v,3.863981162965935e-05,-1.629306511452544e-05,Autocorr,#bfff00
AATSC3Z,0.00012212314388970746,4.009970209806202e-05,Autocorr,#bfff00
LogEE_Dzi,-2.029436555472941e-07,-3.793022851361627e-08,Matrix,#ff00ed
SpDiam_Dzi,-1.8005851994962185e-06,-1.5605579724020657e-06,Matrix,#ff00ed
SssSe,0.0005030943588777426,0.0004294094714251129,Estate,#6568f7
SssssGe,0.002204635434530089,0.0017581033435734028,Estate,#6568f7
SsssssP,0.0027966690673070227,0.001977854154326608,Estate,#6568f7
Xpc-6dv,2.9810788959583334e-07,-1.2002208016337335e-06,Connectivity,#4fff00
Xpc-4dv,4.696405747628418e-07,4.267150705006273e-07,Connectivity,#4fff00
NssssSi,-4.048713228010925e-07,0.0,Estate,#6568f7
ATS6m,7.111917832425263e-09,-6.712295792521417e-07,Autocorr,#bfff00
ATS5m,-5.292452194272101e-07,3.599985079261181e-06,Autocorr,#bfff00
ATS4Z,3.9410184730082065e-06,7.571144537421581e-06,Autocorr,#bfff00
AllPathsOfLength3,2.4900179018683133e-07,-4.025074568669851e-05,Path,#00fff6
Xpc-6d,6.922605362835732e-06,1.965463161468506e-05,Connectivity,#4fff00
6MemberedRings,-9.385919706383916e-05,-0.00038620829582214355,Constitution,#ffd500
NumRings,-3.879000856110704e-05,-0.0001282644542781597,Constitution,#ffd500
Xch-7dv,-4.922463134882094e-07,-1.7393719067282376e-06,Connectivity,#4fff00
Xch-3dv,0.0,0.0,Connectivity,#4fff00
MINsssNH,0.0012567911974409318,-0.0008566901087760925,Estate,#6568f7
MAXssNH2,0.0002936115488409996,-0.0014498125423084707,Estate,#6568f7
SssNH2,0.0002245980907570333,6.6086649894714355e-06,Estate,#6568f7
MATS2s,0.002698773433539081,0.003344913775270575,Autocorr,#bfff00
ATSC2are,2.726345238368566e-05,-0.00016148591583431404,Autocorr,#bfff00
ATSC2se,0.00015262480486522012,5.5260278961855036e-05,Autocorr,#bfff00
AATSC6se,-2.7430413121476427e-05,-0.00028423897244722607,Autocorr,#bfff00
AATSC6are,0.0005252872678367382,-0.00024157017469406128,Autocorr,#bfff00
MATS6pe,0.00048389251936564737,0.00025059147314587804,Autocorr,#bfff00
ATSC6dv,0.0002649803222580793,-0.0003381127660925243,Autocorr,#bfff00
MATS5p,0.0001032564111731471,-8.587877858778903e-05,Autocorr,#bfff00
ATSC5i,0.00030161728235811314,0.00024838136001059663,Autocorr,#bfff00
MATS5i,5.811292000801327e-05,-0.00012861734086822008,Autocorr,#bfff00
ATSC4i,0.00026434160430321985,-4.9408863891264865e-05,Autocorr,#bfff00
MATS3d,8.252872662117827e-05,3.775276921003101e-05,Autocorr,#bfff00
ATSC3d,0.00012670652094215473,-3.0751932751149624e-05,Autocorr,#bfff00
AATSC2d,1.313952221115855e-05,-2.0287930965423584e-05,Autocorr,#bfff00
AATSC3v,3.4601173617643255e-05,-9.861859409099338e-07,Autocorr,#bfff00
MATS3Z,7.807785137203815e-06,-3.117864782165025e-05,Autocorr,#bfff00
AATSC3m,-1.8812462010076025e-05,-0.00026617334647616175,Autocorr,#bfff00
SpDiam_Dzpe,-1.235272396704623e-06,-1.1121684855286418e-06,Matrix,#ff00ed
SpDiam_Dzare,-1.5034086324750007e-06,-1.4217062430654792e-06,Matrix,#ff00ed
SumSquareChargeAll,1.2394210154864638e-06,2.9470432887368503e-06,Charge,#0033ff
SssssSn,0.0019035927782005135,0.0010016635060310364,Estate,#6568f7
PChargeHMax,0.0012011131779714468,0.0008405887267806111,Charge,#0033ff
VR2_A,0.0,0.0,Matrix,#ff00ed
Xc-6dv,-2.326613122161092e-07,-1.61203471127358e-07,Connectivity,#4fff00
Xpc-5dv,-3.186816518452318e-07,-8.486888626313416e-07,Connectivity,#4fff00
Xc-3dv,-3.7854029366624076e-07,-1.9540840929810344e-06,Connectivity,#4fff00
ATS4m,2.347017553749886e-06,4.758211699318338e-06,Autocorr,#bfff00
AllSubgraphsOfLength4,1.0474923659464785e-05,1.0198490186130726e-05,Path,#00fff6
AllSubgraphsOfLength5,4.466877065012476e-06,7.760118354349643e-06,Path,#00fff6
AllSubgraphsOfLength6,-4.533000966810974e-07,-5.824999376180529e-07,Path,#00fff6
CyclicTrivalentNodes,-0.00014190553602844158,-0.0007326061075384471,Constitution,#ffd500
NodesSharedby2Rings,-0.00010521921583195315,-0.0005508227781816366,Constitution,#ffd500
EdgesSharedby2Rings,-1.2573532082726935e-05,-4.762411117553711e-05,Constitution,#ffd500
NumCyclicTripleBonds,1.4084221964583143e-05,-4.5099719004237926e-05,Constitution,#ffd500
MINsSH,1.7047605731290716e-05,0.0,Estate,#6568f7
NsSH,8.745965640599707e-08,0.0,Estate,#6568f7
MATS2se,9.508033029059781e-05,9.520487351810658e-06,Autocorr,#bfff00
AATSC2pe,-6.727688014507294e-05,-0.0004927055402236258,Autocorr,#bfff00
AATSC2se,-1.5292655337950656e-05,-0.00011385909535677197,Autocorr,#bfff00
MATS2pe,0.00012825023044238382,0.0001516877250237192,Autocorr,#bfff00
AATSC6pe,0.0005477109754628007,7.502057335573298e-06,Autocorr,#bfff00
MATS6se,0.0004059526730667562,0.00041868402199307653,Autocorr,#bfff00
MATS6dv,0.000321779230778918,8.749623190262845e-05,Autocorr,#bfff00
AATSC6m,0.0003652125597000122,-0.00025239383632491563,Autocorr,#bfff00
ATSC5d,5.347992886206576e-06,-0.0008811849084767731,Autocorr,#bfff00
AATSC5i,0.00018651063807995083,-6.575746969750274e-05,Autocorr,#bfff00
ATSC7m,8.62726433711325e-05,-0.00015391070734371848,Autocorr,#bfff00
AATSC7dv,0.00010071119124244188,-0.00015873326496651519,Autocorr,#bfff00
MATS7dv,0.00010872225869784646,-1.9829381596059292e-05,Autocorr,#bfff00
ATSC7s,0.00019303252073854527,3.852627494027594e-06,Autocorr,#bfff00
AATSC7s,0.00013996034183294537,-4.720146005809944e-05,Autocorr,#bfff00
MATS3m,5.776231939202958e-06,-5.330687219451402e-05,Autocorr,#bfff00
ATSC3Z,7.052482529190662e-06,-9.499964388937077e-05,Autocorr,#bfff00
MATS3pe,2.1406618708974534e-05,-1.6207722100425315e-05,Autocorr,#bfff00
SpDiam_Dzse,-9.774653748628737e-07,-3.6575577476716248e-06,Matrix,#ff00ed
SpDiam_DzZ,1.5263530341869114e-06,1.2936917217487576e-06,Matrix,#ff00ed
MAXssssSn,0.0012168678539721256,0.0004942579702896799,Estate,#6568f7
SumSquareChargeC,-5.222603001286963e-06,-1.5466050668266895e-05,Charge,#0033ff
SdSe,0.0,0.0,Estate,#6568f7
VR1_A,0.0,0.0,Matrix,#ff00ed
NChargeNMax,-4.6533532440662384e-05,-0.002506176856431175,Charge,#0033ff
Xc-5dv,-3.1698833813376126e-07,-1.5524300662761448e-06,Connectivity,#4fff00
Xc-4dv,-1.7187134715435093e-08,-1.7068602831127322e-07,Connectivity,#4fff00
ATS6Z,1.3638795777204393e-06,-2.5596130978078335e-06,Autocorr,#bfff00
Xp-5d,-1.2783672321936557e-05,-4.511326551437378e-05,Connectivity,#4fff00
AllPathsOfLength5,-5.790709771802405e-06,-1.1088495904809648e-05,Path,#00fff6
AllPathsOfLength6,1.3377178799123257e-06,3.044578162025857e-06,Path,#00fff6
fr_bicyclic,0.00025479614057333233,-0.002350342544642392,Fragment,#009eff
NaasC,3.687419335951514e-05,9.82731580734253e-06,Estate,#6568f7
SaasC,0.0019006150012667034,0.0007975311441854593,Estate,#6568f7
NsNH3,0.0,0.0,Estate,#6568f7
MAXsSH,8.01690938800892e-06,0.0,Estate,#6568f7
SsSH,3.1851232051849365e-07,0.0,Estate,#6568f7
ATSC2s,-2.4266710335507646e-05,-0.00016612965952267356,Autocorr,#bfff00
AATSC2are,0.00023131766779860286,0.0002599189227276977,Autocorr,#bfff00
ATSC2dv,0.0003999740054662082,0.0004211196845227416,Autocorr,#bfff00
ATSC6c,0.00023987296630034738,-7.154453884472556e-05,Autocorr,#bfff00
MATS6are,0.0005730765617707467,0.0006787153807552571,Autocorr,#bfff00
AATSC6dv,0.0002946289764209631,-4.7722323374355113e-05,Autocorr,#bfff00
MATS6Z,0.00024013365195563185,-7.992034608672594e-05,Autocorr,#bfff00
MATS5d,-2.4625184861015725e-05,-0.0001546916636554485,Autocorr,#bfff00
AATSC5d,0.0003132527186112677,0.0002825890075076609,Autocorr,#bfff00
ATSC7v,2.1859495477283275e-05,-0.00019232725555251573,Autocorr,#bfff00
ATSC7Z,5.344724790623534e-05,-9.642338210891221e-05,Autocorr,#bfff00
ATSC7dv,-1.6242773695385182e-05,-0.00039327212355355634,Autocorr,#bfff00
ATSC7pe,0.00021756956861784804,-6.866658275783699e-05,Autocorr,#bfff00
ATSC7are,9.538969871680791e-05,-0.00010763718323281157,Autocorr,#bfff00
AATSC7pe,4.19613312591105e-05,-0.00013816898519347642,Autocorr,#bfff00
MATS3dv,5.994787947705138e-05,6.187842650839936e-05,Autocorr,#bfff00
MATS3se,3.994891250680421e-05,1.2496655636962117e-06,Autocorr,#bfff00
MATS3are,-3.4574080597260526e-05,-0.00013419308445672407,Autocorr,#bfff00
LogEE_DzZ,8.60372727617964e-07,5.804679610310615e-07,Matrix,#ff00ed
SpDiam_Dzm,-1.1291862888063164e-06,-2.8176741166952013e-06,Matrix,#ff00ed
PChargeAllMax,0.00016459263861179352,0.00018083778294641917,Charge,#0033ff
PChargeCMax,0.0028115222230553627,0.002964420752091801,Charge,#0033ff
SumSquareChargeH,1.4684417031229913e-06,7.545406167652757e-07,Charge,#0033ff
SsssAs,0.0037254306741736354,0.0031743869185447693,Estate,#6568f7
MATS1c,6.792956793855165e-05,-0.001266392794522453,Autocorr,#bfff00
MINddssS,0.006251812997189465,0.006150986660610536,Estate,#6568f7
SddssS,0.0038099063729698512,0.002696100961078196,Estate,#6568f7
ATS5Z,-2.2920695217365505e-06,-3.879043188992348e-06,Autocorr,#bfff00
Xp-6d,-2.1615996956825256e-06,-1.4106658372092795e-05,Connectivity,#4fff00
Xp-7d,1.8534165892036825e-06,7.687644524967396e-06,Connectivity,#4fff00
NaaaC,-5.124898796671218e-06,-7.69997184927318e-05,Estate,#6568f7
SaaaC,0.00044639146124780815,-0.00024289299141277976,Estate,#6568f7
SMR_VSA9,-6.423077799966315e-06,-8.103522387448159e-06,MOE,#a700ff
fr_para_hydroxylation,0.0009562605145303493,0.002106308937072754,Fragment,#009eff
MINsNH3,0.0,0.0,Estate,#6568f7
MAXsNH3,0.0,0.0,Estate,#6568f7
fr_SH,1.2759119272232056e-06,0.0,Fragment,#009eff
MATS2dv,0.0002464424310760771,0.00021454353224137357,Autocorr,#bfff00
AATSC2s,0.00043456010859121985,0.00036975538188754875,Autocorr,#bfff00
AATSC2dv,0.00035125118764967045,0.00010909614237863963,Autocorr,#bfff00
AATSC2i,0.0002391007305546644,0.0001374645666641916,Autocorr,#bfff00
AATSC6Z,0.0009948331016031986,0.0008922720497304137,Autocorr,#bfff00
MATS6m,0.00021487550640653108,-3.8936734199523926e-05,Autocorr,#bfff00
ATSC6v,2.2743659263357863e-05,-0.00013798272067855333,Autocorr,#bfff00
ATSC6i,0.0001034053381193667,-8.324601433495893e-05,Autocorr,#bfff00
ATSC6d,-0.00020707127722818797,-0.0010074200955304535,Autocorr,#bfff00
MATS7p,-0.00011225247924973036,-0.00041604177518328456,Autocorr,#bfff00
MATS7Z,0.00022228493947873407,0.0001821768554773895,Autocorr,#bfff00
MATS7m,0.00028353159061889066,0.000380488281900182,Autocorr,#bfff00
MATS7are,0.00018601195717404817,0.00019245256077149442,Autocorr,#bfff00
MATS7c,-0.00016855253753333965,-0.0004444691267880829,Autocorr,#bfff00
AATSC7se,6.7011199215150086e-06,-0.00012261149558157047,Autocorr,#bfff00
AATSC3dv,3.919902850280099e-05,-7.5609846548641e-05,Autocorr,#bfff00
AATSC3se,-2.1945600482520256e-05,-7.069314068020027e-05,Autocorr,#bfff00
AATSC3are,0.0001711642200297181,0.0001420134847813781,Autocorr,#bfff00
SpMax_DzZ,5.850399082962809e-07,-1.3207847426865982e-07,Matrix,#ff00ed
SpAbs_Dzm,-7.451427253002407e-07,-1.2110580097646206e-06,Matrix,#ff00ed
NssSe,9.804286740244805e-07,0.0,Estate,#6568f7
MAXssssGe,0.0010024480183016271,-0.00023402409120043544,Estate,#6568f7
NssssSn,0.0,0.0,Estate,#6568f7
NChargeMean,0.008779410696165169,0.009346449917012944,Charge,#0033ff
MAXddsN,0.0032992041246457937,0.003021828830242157,Estate,#6568f7
MAXddssS,0.006665661423043812,0.007248104973272773,Estate,#6568f7
ATSC1s,0.002835956656120131,0.002114029093222114,Autocorr,#bfff00
MAXsssCH,0.0036352338608015566,0.0026015673171390086,Estate,#6568f7
MAXaaaC,0.0008202069015665892,-0.0034778063947504823,Estate,#6568f7
MINaaaC,0.0005846914242614298,-0.0043777532198212565,Estate,#6568f7
SlogP_VSA8,-0.00018330892039963853,-0.000778300518339381,MOE,#a700ff
NumAromaticRings,-0.00013007553802291127,-0.0007013265382160849,Constitution,#ffd500
NumAromaticBonds,-1.618384637613879e-05,-0.00014927035028289293,Constitution,#ffd500
NumAromaticCarbocycles,7.54540616876298e-07,-4.4822015545675775e-05,Constitution,#ffd500
fr_benzene,9.212634441535528e-05,0.00010147081180045259,Fragment,#009eff
SsNH3,0.0,0.0,Estate,#6568f7
NaaNH,-1.0372393509650024e-06,1.1288984255286572e-05,Estate,#6568f7
MAXaaNH,0.00014083993367175474,-4.09937717698039e-05,Estate,#6568f7
ATSC2i,3.375832668761625e-05,1.7263672568490485e-05,Autocorr,#bfff00
MATS2i,0.00040818657726049423,0.000564082102342045,Autocorr,#bfff00
MATS2p,5.709473043680191e-05,2.1898611025306103e-05,Autocorr,#bfff00
ATSC6Z,0.0002857015722177447,0.0002552589232270863,Autocorr,#bfff00
ATSC6m,0.00016046036034822464,7.199902426102689e-05,Autocorr,#bfff00
MATS6p,-9.02392308821387e-06,-0.00023525479164998586,Autocorr,#bfff00
AATSC6i,0.00013165311379870204,-6.292015314102173e-05,Autocorr,#bfff00
MATS6d,6.617986681789478e-05,-3.818896683782658e-05,Autocorr,#bfff00
MATS7v,-7.008117708262596e-06,-0.00016721473498781947,Autocorr,#bfff00
AATSC7v,6.453862244437669e-05,1.0104341940375683e-05,Autocorr,#bfff00
AATSC7m,5.6554055349433696e-05,-8.528544144204009e-05,Autocorr,#bfff00
MATS7pe,0.00017073394900024574,0.00023391233249137056,Autocorr,#bfff00
MATS7se,6.422231143221602e-06,-7.379529151052555e-05,Autocorr,#bfff00
AATSC7are,0.00016967495056718906,0.00020739571614691865,Autocorr,#bfff00
ATSC3dv,5.4658475248103855e-06,-8.781525221746023e-05,Autocorr,#bfff00
ATSC3are,-2.316851168870926e-05,-0.0001745867458257111,Autocorr,#bfff00
AATSC3pe,9.369274432069474e-06,-2.2941014983457464e-05,Autocorr,#bfff00
SpAD_DzZ,2.854080363157152e-07,5.303458733285638e-07,Matrix,#ff00ed
SpAD_Dzm,-1.301396299502322e-06,-1.7305666750733195e-06,Matrix,#ff00ed
MINssssSn,0.0010303892195224762,0.00027185339819291165,Estate,#6568f7
MAXsssssP,0.0019084835763681918,0.0013543414798649067,Estate,#6568f7
MINdSe,0.0,0.0,Estate,#6568f7
PChargeNMax,0.00033571350980887704,-0.00027446652000606697,Charge,#0033ff
SddsN,0.0030529657378792763,0.002566684376109629,Estate,#6568f7
MATS1s,0.0005729637024077805,-0.00029247795993636583,Autocorr,#bfff00
AATSC1s,0.001162213950671953,0.000464803793213564,Autocorr,#bfff00
MINsssCH,0.0025698835538192633,0.0013409317894415018,Estate,#6568f7
AATSC1are,0.00046366690234711516,-0.00020788880911748464,Autocorr,#bfff00
SssssB,0.0032680582424456928,0.002125664868138033,Estate,#6568f7
NumCyclicDoubleBonds,-0.0001562572169032661,-0.0005235401066867595,Constitution,#ffd500
SaaCH,0.00018650081686000242,0.0002572773532433237,Estate,#6568f7
NaaCH,5.033036524604295e-05,5.5235217917948276e-05,Estate,#6568f7
SlogP_VSA6,5.5781734938031846e-05,4.521554166614372e-05,MOE,#a700ff
StsC,-4.1639432311058044e-06,-1.0090795430350852e-05,Estate,#6568f7
fr_diazo,0.0,0.0,Fragment,#009eff
SaaNH,4.341910508576241e-06,3.1366944313049316e-06,Estate,#6568f7
MINaaNH,0.00013111040673474683,-0.000150632451881072,Estate,#6568f7
MATS2v,9.032245725393295e-05,7.056038488040262e-05,Autocorr,#bfff00
ATSC2v,0.00016069657761941247,0.00021510232578614286,Autocorr,#bfff00
MATS2Z,4.0634196590283445e-05,3.8903545249491245e-05,Autocorr,#bfff00
AATSC6v,6.394172933976705e-05,-5.228749730379345e-05,Autocorr,#bfff00
MATS6v,0.00014522053639998145,-9.422207420528572e-05,Autocorr,#bfff00
MATS6i,0.00014256288043479337,0.00010238926519046121,Autocorr,#bfff00
AATSC6d,-0.00019669168713409846,-0.0006424296985974021,Autocorr,#bfff00
ATSC7i,6.242418153723506e-05,-7.632171565841173e-05,Autocorr,#bfff00
AATSC7i,9.498525072226816e-05,7.318502122655168e-06,Autocorr,#bfff00
MATS7i,-0.00010784571482369554,-0.0003980479457161845,Autocorr,#bfff00
AATSC7Z,4.1987154294154116e-05,-9.177151051442678e-05,Autocorr,#bfff00
MATS7s,2.338491718878455e-05,-6.633048707849198e-06,Autocorr,#bfff00
ATSC7se,-8.701685477396914e-06,-0.00010426613417546804,Autocorr,#bfff00
ATSC7c,0.00015334378589282327,0.00019638172604818926,Autocorr,#bfff00
MATS3s,0.0001568003472957047,0.0001714046705851846,Autocorr,#bfff00
ATSC3pe,-0.0001314417035741533,-0.00030822239138872387,Autocorr,#bfff00
AATSC3s,0.0001304070888595854,0.0001538781957192148,Autocorr,#bfff00
SpAbs_DzZ,-1.0139562865996155e-06,-2.6226043701171875e-06,Matrix,#ff00ed
LogEE_Dzm,-3.087757662889601e-07,-9.516423399302809e-07,Matrix,#ff00ed
MAXdSe,0.0,0.0,Estate,#6568f7
SubmolPolarityPara,8.233797482470884e-05,9.789250113745318e-05,Charge,#0033ff
NsssssP,0.0,0.0,Estate,#6568f7
MINdssS,0.001674810847775543,0.0011842738498339944,Estate,#6568f7
MINddsN,0.0015700573778966165,0.0003337778828360616,Estate,#6568f7
MAXssssC,0.00045098516751418405,-0.0018502744761380585,Estate,#6568f7
MINsssP,0.0034056601368568362,0.003048829734325409,Estate,#6568f7
VSA_EState5,0.0008133253590627554,-0.00032730739225050876,MOE,#a700ff
ATSC1pe,0.0009263159537857835,0.0002884011376986795,Autocorr,#bfff00
MAXssssB,0.00717348994856537,0.006853679364377752,Estate,#6568f7
VSA_EState6,0.0002887988124381513,0.0003402416001666575,MOE,#a700ff
SMR_VSA7,0.00019241242923528912,0.0003930201584642079,MOE,#a700ff
EState_VSA7,0.00024282271889131124,0.0002711753953585916,MOE,#a700ff
StN,5.628828975368094e-06,-3.2511624503683834e-08,Estate,#6568f7
NumAcyclicTripleBonds,-3.060241314467582e-06,3.5593455487425985e-06,Constitution,#ffd500
NtsC,-1.8460506742146165e-06,-1.484020189845836e-06,Estate,#6568f7
fr_Ar_NH,8.664771237176794e-06,-9.628859433341574e-06,Fragment,#009eff
AATSC2v,1.5855766832828522e-05,-4.884871569577065e-06,Autocorr,#bfff00
MATS2m,3.041081469168372e-05,-4.145773974340017e-05,Autocorr,#bfff00
AATSC2m,-4.65671447189564e-05,-0.0002488263628700471,Autocorr,#bfff00
ATSC2m,0.0003938673233444545,0.00019730898466974178,Autocorr,#bfff00
ATSC7p,6.255947730959832e-07,-5.791133100840895e-07,Autocorr,#bfff00
ATSC0p,-3.9267946372323337e-07,-3.156336871090737e-06,Autocorr,#bfff00
ATSC8p,-3.6127695982601793e-06,2.834607254365018e-06,Autocorr,#bfff00
AATSC7d,-3.2163902439763525e-05,-0.00031368976289580797,Autocorr,#bfff00
MATS7d,-5.935030904680172e-05,-0.000207854265516505,Autocorr,#bfff00
MATS8d,2.6192854751250216e-05,-3.5481019453609264e-05,Autocorr,#bfff00
ATSC8v,7.0814381946116e-06,-4.955584352672737e-05,Autocorr,#bfff00
ATSC7d,-1.7444603145122528e-05,-0.00022455304861068726,Autocorr,#bfff00
ATSC8Z,9.86378131943022e-05,0.00014687126333057243,Autocorr,#bfff00
ATSC8dv,-4.761953922827189e-05,-0.00010629743337631226,Autocorr,#bfff00
ATSC8se,-3.569107502698898e-05,-0.00011026317423046272,Autocorr,#bfff00
ATSC3s,-5.2634626626968384e-05,-0.0001491463997147502,Autocorr,#bfff00
ATSC3se,1.8402849408793998e-05,-3.6409632726219776e-05,Autocorr,#bfff00
ATSC3c,2.505503256211572e-05,9.532001885470542e-06,Autocorr,#bfff00
VE1_Dzse,-7.743693210771063e-06,-2.9198148033926508e-05,Matrix,#ff00ed
SpMax_Dzm,-1.0200522162495673e-06,-7.850202647929905e-07,Matrix,#ff00ed
MAXsssdAs,0.0010736178268085927,0.00026092000982969044,Estate,#6568f7
LocalDipoleIndex,4.124692217877257e-05,-0.00010461427948693647,Charge,#0033ff
PChargeOMax,0.0009249814532020784,0.0008596093817190287,Charge,#0033ff
SdssS,0.002218924208798212,0.0019643191586841136,Estate,#6568f7
NChargeTotal,0.0016113226725297247,0.0011284452947702972,Charge,#0033ff
MINssssC,0.0004741992293434416,-0.0013948265801777548,Estate,#6568f7
SdssC,0.001664282330735234,0.0016959858211603729,Estate,#6568f7
MAXsssB,0.0007671613076871697,-0.0008994510227984254,Estate,#6568f7
ATSC1are,0.0007780452512882174,-1.875446601351527e-05,Autocorr,#bfff00
MINssssB,0.007060223513028929,0.007030992345376408,Estate,#6568f7
MAXssssSi,0.0025895258242434327,0.0023246556520462036,Estate,#6568f7
MINtsC,0.00025918317789386247,7.175721905439136e-05,Estate,#6568f7
fr_nitrile,-2.2979199208905676e-05,7.101419297128597e-05,Fragment,#009eff
MINtN,0.00013600306754768532,0.00025459853085596507,Estate,#6568f7
NtN,-8.830631315071003e-08,-9.882179173636985e-06,Estate,#6568f7
fr_thiocyan,0.0,0.0,Fragment,#009eff
fr_Nhpyrrole,5.241568115654793e-06,-1.1334365064508134e-05,Fragment,#009eff
ATSC1v,-2.1141784434908217e-05,-0.00012910298325807812,Autocorr,#bfff00
AATSC2Z,0.00017269497567962144,0.0001681101593103973,Autocorr,#bfff00
ATSC2Z,0.000507738187231821,0.0005428188226439534,Autocorr,#bfff00
