v,Feature importance based on training set,Feature importance based on test set,Subtypes,colors
GATS1m,0.0014766292985189944,0.0005164857615123086,Autocorr,#bfff00
GATS2p,0.0015595235269177943,0.0005950487472793364,Autocorr,#bfff00
AXp-1dv,2.9208561913574016e-05,-9.954653003019232e-06,Connectivity,#4fff00
GATS2d,0.0025929175317287445,0.0018877109343354848,Autocorr,#bfff00
AXp-3d,0.0016459815881469941,0.0003381175073710052,Connectivity,#4fff00
GATS3dv,0.0007126053625887696,9.765543720929859e-05,Autocorr,#bfff00
GATS5dv,-6.464301523834148e-05,-0.0004429058595137869,Autocorr,#bfff00
GATS5se,0.00023253600705752664,2.6372346010994363e-05,Autocorr,#bfff00
GATS4s,0.0004557366059585455,0.0005200031128795857,Autocorr,#bfff00
AXp-0d,0.0024838544936343077,0.0020987980745055257,Connectivity,#4fff00
SpDiam_Dzv,5.794519728485881e-07,-2.3570927709659628e-07,Matrix,#ff00ed
LogEE_D,-5.095181139225247e-07,1.9208951429483534e-06,Matrix,#ff00ed
LogEE_Dt,-3.2638622948777396e-07,3.0181624671721252e-06,Matrix,#ff00ed
ATS5pe,1.690062609593923e-05,5.706602876831557e-05,Autocorr,#bfff00
ATS5are,2.317884090274891e-05,4.228881814261065e-05,Autocorr,#bfff00
TIC5,3.785072741191442e-05,6.349520249793184e-05,InfoContent,#ff0082
ATS1pe,4.9373896961912855e-05,8.840046145697222e-05,Autocorr,#bfff00
ZMIC3,2.2707337687943863e-07,-1.987273042902693e-06,InfoContent,#ff0082
ZMIC4,2.537261356017062e-06,-2.6469880884949504e-06,InfoContent,#ff0082
ZMIC0,4.153173755516715e-05,8.181143890717557e-05,InfoContent,#ff0082
MolExactWeight,1.0198574851849607e-05,3.2450665126138034e-06,Property,#ff6a00
MolHeavyAtomWeight,4.757449708292505e-06,-1.1654062704646861e-05,Property,#ff6a00
AcyclicSingleValentNodes,0.00017426865683367598,0.00025606900453567505,Constitution,#ffd500
ATS6s,2.007880671461848e-05,3.970143469889109e-05,Autocorr,#bfff00
PChargeTotal,3.1218864023685455e-05,8.729980750510347e-05,Charge,#0033ff
MAXssO,0.001256890594959259,0.0004195286469025339,Estate,#6568f7
MINssO,0.0012067395516417445,0.00021046603267838027,Estate,#6568f7
NssO,1.94883482029784e-06,-7.892196828729325e-06,Estate,#6568f7
fr_morpholine,8.330519565136196e-05,0.00013286146250635067,Fragment,#009eff
fr_alkyl_carbamate,0.0,0.0,Fragment,#009eff
fr_Ndealkylation1,1.1947937309741974e-05,2.1473250605752447e-05,Fragment,#009eff
fr_azide,9.877099232946662e-07,0.0,Fragment,#009eff
SdsN,7.951801473948805e-07,4.813075065612793e-06,Estate,#6568f7
fr_Imine,7.303279231896109e-05,0.00010514733466227,Fragment,#009eff
NddC,1.2191859188881438e-08,0.0,Estate,#6568f7
AATSC1m,0.0013928984884511442,-0.0003100565888665141,Autocorr,#bfff00
ATSC1m,0.002208115025000179,-0.0008842349052429199,Autocorr,#bfff00
MolFractionCSP3,0.0039161028848453405,0.0035400959578426594,Property,#ff6a00
GATS2Z,0.0012142620134083515,0.0007976984435861256,Autocorr,#bfff00
GATS1dv,0.0002868244932456854,-0.0007147971879353232,Autocorr,#bfff00
GATS1pe,0.001263065771623162,-9.851022200191295e-06,Autocorr,#bfff00
GATS1se,0.0020785683935339305,0.0012321641499345448,Autocorr,#bfff00
GATS3are,0.0007872070947831933,-0.00029940970919350995,Autocorr,#bfff00
GATS3se,0.0003894457424229447,-0.0006452839482914419,Autocorr,#bfff00
GATS5pe,0.00014792687513620617,-5.3382732651541254e-05,Autocorr,#bfff00
SpDiam_A,0.0010781739415093305,-0.0009613856673240662,Matrix,#ff00ed
SpMax_A,0.001118177209388116,0.0004922862757335,Matrix,#ff00ed
SpAbs_Dzv,1.93232501100038e-06,8.009374141693115e-06,Matrix,#ff00ed
SpAD_D,2.4070455270086555e-06,4.303726282905984e-06,Matrix,#ff00ed
SpDiam_Dt,1.4995140108498006e-06,1.0747123848298124e-05,Matrix,#ff00ed
9MemberedRings,0.0,0.0,Constitution,#ffd500
ATS6se,2.198793332686133e-05,1.3823536309298667e-05,Autocorr,#bfff00
ATS6i,1.4008107510510293e-05,1.3350763104158503e-05,Autocorr,#bfff00
PEOE_VSA6,0.00011134926568379111,0.0001383755694736033,MOE,#a700ff
ZMIC2,1.4005398208949416e-06,-1.6257166862487793e-05,InfoContent,#ff0082
ZMIC5,1.2895431030779392e-06,-7.0489265702189385e-06,InfoContent,#ff0082
NumValenceElectrons,0.00010814720934093636,0.00019812312993128245,Property,#ff6a00
MolWeight,-7.1234323760771545e-06,-2.192638137132885e-05,Property,#ff6a00
ATSC1d,0.002172547223215804,0.0006871568885715718,Autocorr,#bfff00
ATS7s,4.180766303429895e-05,7.165900685568438e-05,Autocorr,#bfff00
ATS0dv,4.468739710072889e-05,1.245940273453261e-05,Autocorr,#bfff00
PEOE_VSA1,-1.89481811085912e-06,-2.8591264378041714e-05,MOE,#a700ff
fr_methoxy,3.4358267757106375e-05,-0.00015914846550335593,Fragment,#009eff
SssO,-7.348981767574259e-08,-5.705112760767683e-06,Estate,#6568f7
MAXsssN,0.016638671471314037,0.017712994055314457,Estate,#6568f7
NsssN,4.384226419718029e-05,6.396391175000904e-05,Estate,#6568f7
MINsssN,0.014363966712897525,0.014543080871755376,Estate,#6568f7
SssNH,0.0009215139699253472,5.89009035716348e-05,Estate,#6568f7
NumAcyclicNitrogenAtoms,5.542596971452873e-05,5.0510872494080594e-05,Constitution,#ffd500
fr_azo,3.1099908731291315e-05,0.0,Fragment,#009eff
NdsN,-5.504116415977478e-07,-4.219737919974875e-06,Estate,#6568f7
SddC,-1.6314231535696777e-06,-2.276491035124728e-06,Estate,#6568f7
MAXdS,2.7478164569938457e-05,0.0,Estate,#6568f7
NdssS,0.0,0.0,Estate,#6568f7
GATS2m,0.0007302115925333919,-0.00031062960624694824,Autocorr,#bfff00
MAXssCH2,0.008327528495680192,-0.0027887916023081605,Estate,#6568f7
AXp-2dv,9.566037492358959e-06,1.388449560502103e-05,Connectivity,#4fff00
MINssCH2,0.0035067745907740866,-0.002922738817605186,Estate,#6568f7
GATS1are,0.0016901714049957217,0.0012070231816985189,Autocorr,#bfff00
GATS3pe,0.0007705234668472505,-0.0004405995661562745,Autocorr,#bfff00
GATS3s,0.0010667778551578522,0.00047383863817551664,Autocorr,#bfff00
GATS5s,0.0004707102409818864,0.0001515603878280425,Autocorr,#bfff00
SpMAD_A,0.001058275472711423,-0.0007477450099858673,Matrix,#ff00ed
VR3_Dzse,0.0008656601844864165,0.00010003623637278025,Matrix,#ff00ed
SpMax_D,5.640766837400335e-06,9.714879772859675e-06,Matrix,#ff00ed
SpDiam_D,-1.8586658617758545e-06,-5.168670957789168e-06,Matrix,#ff00ed
SpAD_Dt,5.3762712282079406e-08,4.429031502106717e-06,Matrix,#ff00ed
ATS7i,1.1789866469213983e-05,1.5180896628885776e-05,Autocorr,#bfff00
ATS6pe,3.626476973295212e-05,6.993047215719805e-05,Autocorr,#bfff00
ATS6are,2.635710618714704e-05,5.037540739227797e-05,Autocorr,#bfff00
MolSLogP,0.0013406337662177359,0.0012018721212039285,Property,#ff6a00
ZMIC1,5.4040923714637756e-05,0.00012260065837332856,InfoContent,#ff0082
Xp-0dv,-5.944377996502936e-07,-5.80264763405669e-06,Connectivity,#4fff00
LabuteASA,1.131675460130932e-05,1.2856992808174539e-05,MOE,#a700ff
ATS1Z,4.038807343342832e-06,5.381351167454973e-06,Autocorr,#bfff00
ATS1m,2.3567541079794196e-06,8.788975802254129e-06,Autocorr,#bfff00
ATS8s,2.9412267560369187e-05,6.214732473541762e-05,Autocorr,#bfff00
PEOE_VSA11,7.301628250966363e-05,0.0001591701399196177,MOE,#a700ff
NumUnspecifiedAtomStereoCenters,-3.4458935260772705e-08,0.0,Constitution,#ffd500
SumSquareChargeO,-7.796016605610134e-07,-3.4299763767009495e-06,Charge,#0033ff
7MemberedRings,1.3629905879497528e-05,-6.232072006573386e-05,Constitution,#ffd500
NumSaturatedHeterocycles,2.8128735721111298e-05,0.00010509111664502857,Constitution,#ffd500
SsssN,0.002191780050369907,0.0014062307097694182,Estate,#6568f7
fr_Ndealkylation2,1.3415278359296678e-06,0.0,Fragment,#009eff
NssNH,-6.689436056195319e-07,9.821219870698172e-08,Estate,#6568f7
MAXssNH,0.002507082779299119,-0.000523302365433187,Estate,#6568f7
fr_oxime,0.0,0.0,Fragment,#009eff
fr_amidine,6.208907474170022e-05,5.8675354177251116e-05,Fragment,#009eff
fr_isothiocyan,0.0,0.0,Fragment,#009eff
MINdS,1.6895546154582775e-05,0.0,Estate,#6568f7
fr_sulfide,3.264522687962401e-05,-8.997321128845215e-05,Fragment,#009eff
AXp-7dv,-4.240904342145413e-07,2.907758409276262e-06,Connectivity,#4fff00
AXp-5dv,7.442114036138037e-08,-1.3641335747660577e-06,Connectivity,#4fff00
AXp-3dv,-1.2011521240973266e-06,-4.594298926297036e-06,Connectivity,#4fff00
GATS2c,0.003639899956231818,0.004212363199754154,Autocorr,#bfff00
GATS2dv,0.0008653538640249758,-0.00011371279304683846,Autocorr,#bfff00
GATS2s,0.00011602763763884916,-0.0022748681631955536,Autocorr,#bfff00
ATSC4are,0.0013311722061851716,0.0005672797560691833,Autocorr,#bfff00
MATS4c,0.0008772140030156583,0.0006457980383525186,Autocorr,#bfff00
LogEE_A,0.0006777051497589559,-0.0005193115635352408,Matrix,#ff00ed
VR3_Dzpe,0.0007410147650676047,0.0004268715327435668,Matrix,#ff00ed
SpAbs_D,-4.012052985724601e-06,-8.005310188741177e-06,Matrix,#ff00ed
LogEE_Dzare,1.2115660039668796e-06,3.53631648142283e-06,Matrix,#ff00ed
ATS8se,2.223913642496189e-05,3.6090612411499023e-05,Autocorr,#bfff00
ATS7are,1.7500651831037217e-05,1.8224120140075684e-05,Autocorr,#bfff00
ATS7se,-7.499263367849451e-06,-2.8164549307430065e-05,Autocorr,#bfff00
ATS5d,9.902583604559645e-06,1.9035556099611384e-05,Autocorr,#bfff00
ATS1p,2.1531246602535248e-05,3.220411864190975e-05,Autocorr,#bfff00
ATS1v,7.054260508621013e-06,-0.00011476671153853868,Autocorr,#bfff00
MolRefractivity,5.8992850509587136e-05,-9.362060915341086e-05,Property,#ff6a00
Xp-1d,0.00023225119168113206,0.00039753385565488575,Connectivity,#4fff00
NumHeavyAtoms,0.00018364182588737066,0.0004254565997556803,Constitution,#ffd500
ATS2Z,-4.359182309010556e-06,-1.6421756961149114e-05,Autocorr,#bfff00
ATS3dv,1.3029964810118422e-05,-3.0439008366078824e-06,Autocorr,#bfff00
ATS1dv,2.9292634942335027e-05,-0.00013051656159490665,Autocorr,#bfff00
ATS5dv,1.0474246333935788e-05,7.450580596923828e-07,Autocorr,#bfff00
NumAtomStereoCenters,3.62115150198683e-07,1.0620463977151218e-06,Constitution,#ffd500
SlogP_VSA11,2.4518336761980564e-06,-6.719746373007318e-06,MOE,#a700ff
NumAliphaticHeterocycles,0.00023394679142674235,0.0006192631342193389,Constitution,#ffd500
fr_piperdine,8.346631445677044e-05,-1.9381669434714865e-05,Fragment,#009eff
fr_HOCCN,2.6092271913080722e-06,4.0974129330018094e-05,Fragment,#009eff
fr_NH1,2.1956183693716547e-05,-5.302104083004799e-06,Fragment,#009eff
MINssNH,0.0027297911318866497,0.001283005557276895,Estate,#6568f7
fr_hdrzine,3.6025250504945205e-07,2.4539503183929057e-06,Fragment,#009eff
fr_priamide,4.4236721640333876e-05,-0.00015584921294997667,Fragment,#009eff
SdS,8.771365345161541e-08,0.0,Estate,#6568f7
fr_C_S,1.0807236487275773e-05,0.0,Fragment,#009eff
NssS,-1.4123930172083021e-06,4.487958821353111e-06,Estate,#6568f7
MINssS,0.002066849561577544,-0.001999181102622649,Estate,#6568f7
AXp-6dv,-6.603923707881876e-08,5.662441253662109e-07,Connectivity,#4fff00
AXp-4dv,-3.6643310019623954e-07,-4.2806972166964385e-07,Connectivity,#4fff00
GATS2are,0.00222325265746226,0.002778163010423773,Autocorr,#bfff00
GATS2se,0.0008768446912820194,0.0001622309738938954,Autocorr,#bfff00
ATSC4c,0.0008883953771808839,0.0004399412057616292,Autocorr,#bfff00
AATSC4se,0.00037137046456336975,0.0003916302865201171,Autocorr,#bfff00
ATSC4se,0.00024651592089375285,8.441507816314697e-05,Autocorr,#bfff00
VR3_Dzi,0.0005793932994658801,-0.00046224824406893017,Matrix,#ff00ed
VR3_DzZ,0.00018727457658818114,-0.0008625882593068512,Matrix,#ff00ed
SpAD_Dzare,5.079941356456175e-09,2.657147970985818e-06,Matrix,#ff00ed
SpMax_Dzare,-2.1257861093637587e-06,-3.4658746286275743e-06,Matrix,#ff00ed
IndexMZagreb2,0.0010495244271376825,0.0008427595550363209,Topology,#00ff1b
ATS8i,6.870197301611647e-06,1.887367530295503e-05,Autocorr,#bfff00
ATS7d,8.570538325813892e-06,1.5785070982765603e-05,Autocorr,#bfff00
ATS6d,4.2785805735023885e-06,1.7678195779469164e-06,Autocorr,#bfff00
EState_VSA8,8.89567150311743e-05,0.0002347583120518859,MOE,#a700ff
Xp-1dv,2.0817514847615293e-05,5.1118433475494385e-05,Connectivity,#4fff00
ATS0v,-2.0306218754262417e-06,-3.5024502060831963e-06,Autocorr,#bfff00
NumCarbonAtoms,0.0001264918934215098,0.0001819790764288065,Constitution,#ffd500
AllSubgraphsOfLength1,0.00011795183474372362,0.0002331449226898874,Path,#00fff6
ATS2m,-3.09368426099077e-07,-2.246011387319058e-06,Autocorr,#bfff00
ATS7dv,1.725283536047062e-05,3.614886240521642e-05,Autocorr,#bfff00
ATS2dv,3.1546774235668984e-05,4.272569309571317e-05,Autocorr,#bfff00
SMR_VSA4,5.846165798017999e-06,4.175711761811307e-06,MOE,#a700ff
NsssCH,6.044368174973336e-06,6.823377175724232e-06,Estate,#6568f7
fr_epoxide,0.0,0.0,Fragment,#009eff
fr_lactam,0.0,0.0,Fragment,#009eff
NumHydrogenBondDonorSites,3.842806274301225e-06,-6.521967324424338e-06,Constitution,#ffd500
fr_Al_OH_noTert,2.78727913445298e-05,6.065585396497486e-05,Fragment,#009eff
NumHydrogenBondDonorAtoms,2.2909942675730655e-05,-2.9179860245198697e-05,Constitution,#ffd500
NdNH,1.6129660336261509e-06,0.0,Estate,#6568f7
fr_ArN,1.5002675354480743e-05,-1.8537044525146484e-05,Fragment,#009eff
MINsNH2,0.0004501650956544312,-0.00046206401153048304,Estate,#6568f7
VSA_EState4,0.003327653743326664,0.0017433525486425516,MOE,#a700ff
NdS,-8.708712728733303e-07,0.0,Estate,#6568f7
SssS,7.914404638798e-05,-0.0003148777918382528,Estate,#6568f7
MAXssS,0.0026543556119907885,0.0005718252875587249,Estate,#6568f7
ATSC5se,0.000784963962029317,0.00020426511764526367,Autocorr,#bfff00
AATSC5se,0.0008195960386233603,0.0006715167652476817,Autocorr,#bfff00
GATS2pe,0.001510798423127735,0.0015848942778327046,Autocorr,#bfff00
MATS4are,0.00038509477268566794,0.00017414851622143956,Autocorr,#bfff00
MATS4se,0.0006918145174330537,0.0005160725929519439,Autocorr,#bfff00
ATSC4s,0.0005521185018799724,0.0001501718705350097,Autocorr,#bfff00
ATSC4pe,0.0004156576469540596,-0.0003080706704746694,Autocorr,#bfff00
VR3_Dzv,0.0006170270287177981,-0.00010210478847683113,Matrix,#ff00ed
VR3_Dzm,0.0005132312971083408,0.0002800178798761932,Matrix,#ff00ed
SpAbs_Dzare,-2.0770186727192552e-06,-5.453824996948242e-06,Matrix,#ff00ed
SpAbs_Dzpe,-1.2064013968915432e-06,-4.406679760426968e-06,Matrix,#ff00ed
ATS7pe,2.984228459279592e-05,5.500763654708862e-05,Autocorr,#bfff00
ATS8pe,3.0388716946938565e-05,6.487152793188677e-05,Autocorr,#bfff00
ATS8d,-5.791217766004664e-06,-1.641227440407622e-05,Autocorr,#bfff00
ATS5p,2.4149279025498238e-05,5.48220493575835e-05,Autocorr,#bfff00
ATS4d,7.211823355057767e-06,1.172179525543715e-05,Autocorr,#bfff00
ATS3d,-6.818889894177893e-06,-4.79106198658652e-05,Autocorr,#bfff00
ATS2v,0.00011403697796852352,0.00016276538372039795,Autocorr,#bfff00
ATS0d,-1.592434604058557e-05,-9.607591412286176e-05,Autocorr,#bfff00
IndexSimpleTopo,0.00012146986343652966,0.00013230470093805735,Topology,#00ff1b
Xp-2d,5.946638570597518e-05,7.850134914566542e-05,Connectivity,#4fff00
ATS6dv,1.7857941036925062e-05,3.571605140506584e-05,Autocorr,#bfff00
ATS4dv,5.554492500725594e-06,3.115697340461132e-06,Autocorr,#bfff00
10MemberedRings,1.0572204536263285e-06,-3.765929829091519e-07,Constitution,#ffd500
NumAliphaticRings,7.257796823978424e-06,1.2957236983468512e-05,Constitution,#ffd500
NumSaturatedRings,3.4420835701709507e-06,5.409798838784674e-06,Constitution,#ffd500
fr_nitro_arom_nonortho,4.4005245647738e-05,-0.00010801174423913373,Fragment,#009eff
fr_Al_OH,2.902407537808127e-05,5.338002334931424e-05,Fragment,#009eff
VSA_EState3,0.00023986627771099833,-0.0001452626152472769,MOE,#a700ff
MAXsOH,0.001604897816750217,9.394030679354959e-05,Estate,#6568f7
fr_phenol_noOrthoHbond,4.7190876847014174e-05,2.794712781906128e-05,Fragment,#009eff
MINdNH,5.179355767648275e-05,0.0,Estate,#6568f7
fr_NH2,7.977116514346072e-06,1.8509951504763755e-05,Fragment,#009eff
NsNH2,-1.021068204543063e-06,-1.3817440380758939e-07,Estate,#6568f7
MAXssPH,0.002860616130585081,0.0007688586007464915,Estate,#6568f7
MINssPH,0.0023299094120210473,0.00040852075273334343,Estate,#6568f7
ATSC5c,0.0004932439293373614,-0.0003081627867439485,Autocorr,#bfff00
MATS5c,0.0006422262469476525,-0.001101851463317871,Autocorr,#bfff00
MATS5se,0.0004895298995755137,0.00010231069543142901,Autocorr,#bfff00
AATSC5pe,0.0008291074667464704,0.0004903396422212269,Autocorr,#bfff00
ATSC4dv,0.000548503192311034,-0.0010783184658398337,Autocorr,#bfff00
AATSC4pe,0.00036001544107089334,-0.00042068687352270207,Autocorr,#bfff00
MATS4s,0.0009732249785553426,0.0007702146064151316,Autocorr,#bfff00
AATSC4s,0.00026380770247091956,-0.0003488714044744823,Autocorr,#bfff00
VR3_Dzp,0.0007145775651390407,0.0004523911259390889,Matrix,#ff00ed
VR3_Dzare,0.00042406266385863756,-8.170103484939073e-05,Matrix,#ff00ed
LogEE_Dzpe,-3.089450976156982e-07,2.638860182258007e-06,Matrix,#ff00ed
SpMax_Dzse,3.150410273766724e-07,1.297078349282721e-06,Matrix,#ff00ed
ATS8are,2.3765066130665424e-05,3.8013539530923346e-05,Autocorr,#bfff00
ATS7v,1.70591202649506e-05,3.0709938569462025e-05,Autocorr,#bfff00
ATS8p,-1.1954795231527982e-07,-4.115429791617942e-06,Autocorr,#bfff00
ATS5v,5.248129706492133e-05,8.36388631300089e-05,Autocorr,#bfff00
ATS4v,2.1577050740129167e-05,3.7865882570042864e-05,Autocorr,#bfff00
ATS2p,1.876445656479042e-05,-2.1305951205197182e-05,Autocorr,#bfff00
PEOE_VSA7,-4.866626113653183e-05,-0.0002016235481610007,MOE,#a700ff
ATS2d,1.8634918064197592e-07,3.0818310650104763e-06,Autocorr,#bfff00
AllPathsOfLength1,0.00019413757730613046,0.00030904466455627944,Path,#00fff6
ATSC0d,6.968214769254022e-05,0.00013470852916885878,Autocorr,#bfff00
ATS8dv,1.3081272217441153e-05,3.3463944088318875e-05,Autocorr,#bfff00
Xc-6d,4.6303665102165326e-07,-3.670426932278481e-06,Connectivity,#4fff00
AcyclicTetravalentNodes,1.0739419270655581e-05,7.137656211853027e-06,Constitution,#ffd500
NumSaturatedCarbocycles,-4.576180469006985e-07,1.882964913990648e-07,Constitution,#ffd500
4MemberedRings,3.0284916818779095e-07,1.2083487076486321e-06,Constitution,#ffd500
NegativeCharges,7.389028641391349e-06,-9.045546705077623e-05,Constitution,#ffd500
SsOH,2.8447671374109973e-07,-1.3686039231131097e-05,Estate,#6568f7
fr_Al_COO,1.7305412753132465e-05,-1.5323812311396345e-05,Fragment,#009eff
MINsOH,0.0014373975043947551,0.0005750093947757273,Estate,#6568f7
fr_Ar_OH,4.9254603006643194e-05,3.6322935060950634e-05,Fragment,#009eff
SdNH,5.336478352546692e-07,0.0,Estate,#6568f7
SsNH2,-6.840987631928641e-08,1.2159347534179688e-05,Estate,#6568f7
SsPH2,0.0,0.0,Estate,#6568f7
NssPH,0.0,0.0,Estate,#6568f7
ATSC5pe,0.0011225120079788597,-0.0004299642010169302,Autocorr,#bfff00
ATSC5s,0.0006660210307348757,-0.0004738372835246807,Autocorr,#bfff00
AATSC5s,4.348768429329741e-05,-0.0010085850954055786,Autocorr,#bfff00
AATSC5are,0.0005272058770060539,-0.00024296411059121503,Autocorr,#bfff00
MATS5are,0.0003447675738822431,0.0001350593837824432,Autocorr,#bfff00
ATSC4Z,0.00029616074805915993,4.0736388076334507e-05,Autocorr,#bfff00
MATS4dv,0.0004287276586348865,0.00035298073833633925,Autocorr,#bfff00
MATS4pe,0.0002469497478821969,0.00014210695570160414,Autocorr,#bfff00
AATSC4are,0.000509359958496991,0.0003926869143138223,Autocorr,#bfff00
VE1_A,0.0002233306453987005,2.3381953889622942e-05,Matrix,#ff00ed
VR3_D,0.00031232317401608256,-0.0003028762611476665,Matrix,#ff00ed
SpAD_Dzpe,-3.345141356136949e-07,-5.564229054955128e-06,Matrix,#ff00ed
SpAD_Dzse,-1.4003704895682034e-07,-2.069229429468855e-06,Matrix,#ff00ed
VSA_EState9,0.00039541060951631124,0.00019516050815582275,MOE,#a700ff
ATS8v,-3.9131634613776e-06,-1.0536475615108287e-05,Autocorr,#bfff00
ATS7p,-8.306550708381266e-07,-1.7698515545339077e-06,Autocorr,#bfff00
ATS6p,1.2833709743920174e-05,2.479350024997551e-05,Autocorr,#bfff00
ATS4p,1.596346158871942e-05,3.324719992547909e-05,Autocorr,#bfff00
ATS3p,2.6830387386489463e-05,2.1793625571420172e-05,Autocorr,#bfff00
ATS3v,5.6328167292285514e-05,8.996914733538919e-05,Autocorr,#bfff00
ATS1d,3.6876140671049384e-06,-6.084415045659597e-05,Autocorr,#bfff00
SlogP_VSA4,8.407810872301802e-06,8.820132775699818e-06,MOE,#a700ff
AllPathsOfLength2,1.71089036898886e-05,1.9185245037078857e-05,Path,#00fff6
Xc-3d,6.6891820593717455e-06,1.7581338232153243e-05,Connectivity,#4fff00
Xc-4d,2.311373299423991e-07,-1.930377701020447e-07,Connectivity,#4fff00
NumBridgeheadAtoms,7.841312749889973e-06,0.0,Constitution,#ffd500
CyclicTetravalentNodes,2.421438694000244e-07,-3.1082467599752306e-06,Constitution,#ffd500
NumAliphaticCarbocycles,9.140507741811632e-07,3.1935897739643337e-06,Constitution,#ffd500
fr_nitro_arom,2.592031589965238e-05,-3.1462447209862354e-05,Fragment,#009eff
NddsN,5.7109546932609945e-06,-5.0602988763692736e-06,Estate,#6568f7
NsOH,3.204342316487363e-06,-4.75821169942936e-06,Estate,#6568f7
fr_Ar_COO,9.357980029156554e-05,0.00014383549040009047,Fragment,#009eff
SssssPb,0.0029777809977531433,-0.0004943805662068756,Estate,#6568f7
MAXdNH,3.911478614271324e-05,0.0,Estate,#6568f7
MAXsNH2,0.00024016379294078405,0.00011950799010007618,Estate,#6568f7
MINsPH2,0.0,0.0,Estate,#6568f7
SssPH,0.002446037039838145,0.0009142756462097168,Estate,#6568f7
ATSC5are,0.0005016134713183851,-0.0010601729154586792,Autocorr,#bfff00
MATS5s,0.0001558405770497595,-0.00042230229486128756,Autocorr,#bfff00
AATSC5dv,0.00017233726314525022,-0.0003866831010038707,Autocorr,#bfff00
ATSC5dv,0.0005032623356039378,-0.0007890354503284902,Autocorr,#bfff00
MATS5m,-6.825815547595315e-05,-0.0007289350032806396,Autocorr,#bfff00
AATSC4Z,0.000514543530615974,0.0002501342784274607,Autocorr,#bfff00
ATSC4m,0.00012553203850984573,-0.0001375553282825237,Autocorr,#bfff00
MATS4Z,0.00016251248730858592,-3.057379614224143e-05,Autocorr,#bfff00
AATSC4dv,0.0002108709040014034,-0.00019081885164440315,Autocorr,#bfff00
MATS3i,-4.20277938246727e-05,-0.0002883415330540151,Autocorr,#bfff00
VR3_Dt,0.00041637865995824974,0.00034304369579651883,Matrix,#ff00ed
SpMax_Dzpe,1.3404271820283142e-06,5.21540641784668e-07,Matrix,#ff00ed
LogEE_Dzse,1.2497502295261143e-06,3.5173513671660217e-06,Matrix,#ff00ed
ATSC0c,-1.5681778842147054e-06,-7.247382944330916e-06,Autocorr,#bfff00
NumRadicalElectrons,0.0,-2.729621800812154e-07,Property,#ff6a00
ATS6v,1.855499365122082e-05,3.140284256497594e-05,Autocorr,#bfff00
8MemberedRings,0.0,0.0,Constitution,#ffd500
Xp-5dv,9.618022234203494e-08,1.6973777250406386e-06,Connectivity,#4fff00
Xp-3dv,5.968084390017836e-07,-1.0552731427582174e-06,Connectivity,#4fff00
Xp-2dv,5.171380260682312e-07,-2.6151537895202637e-06,Connectivity,#4fff00
ATS3Z,-2.515332942598647e-06,-5.845319141051242e-06,Autocorr,#bfff00
AllSubgraphsOfLength2,1.3843686743619799e-06,-4.036318172118136e-05,Path,#00fff6
Xpc-4d,1.3919039206111705e-05,7.4539672244577915e-06,Connectivity,#4fff00
Xc-5d,3.0326995659968325e-05,5.7146630503823737e-05,Connectivity,#4fff00
NssssC,1.9635497169101512e-05,-5.635348233612447e-07,Estate,#6568f7
NumSpiroAtoms,4.1232190439721705e-08,0.0,Constitution,#ffd500
Xch-6dv,2.472238107564806e-07,3.0750578094984604e-07,Connectivity,#4fff00
Xch-4dv,1.4697963546250747e-07,5.079941315377923e-07,Connectivity,#4fff00
fr_nitro,4.531527784745748e-05,3.3165243538912925e-05,Fragment,#009eff
PositiveCharges,1.7332505773404172e-05,3.463436256745389e-05,Constitution,#ffd500
fr_COO2,1.6774304888556024e-05,1.6339123249053955e-05,Fragment,#009eff
fr_COO,5.732713775241649e-06,1.2412667274475098e-05,Fragment,#009eff
fr_phenol,3.141952170571116e-05,6.836314092972806e-05,Fragment,#009eff
fr_phos_ester,0.0,0.0,Fragment,#009eff
NumPhosphorousAtoms,3.057278016305176e-07,0.0,Constitution,#ffd500
NsPH2,0.0,0.0,Estate,#6568f7
MAXsPH2,0.0,0.0,Estate,#6568f7
MATS5pe,0.00019919745285401635,-0.0003622120076960389,Autocorr,#bfff00
MATS5dv,0.00016661174595355988,-0.0003146427598866852,Autocorr,#bfff00
MATS5Z,0.0001173236999999494,-0.00047223608602187106,Autocorr,#bfff00
ATSC5m,1.931300556123894e-05,-0.00041447579860687256,Autocorr,#bfff00
MATS4d,0.0002115716819058866,0.00022258744998404634,Autocorr,#bfff00
AATSC4v,-2.1530484606291367e-07,-7.134269584319064e-05,Autocorr,#bfff00
MATS4m,0.00020310816101054563,6.70789317650522e-05,Autocorr,#bfff00
AATSC4m,2.185229889373197e-05,-0.0005442439155145529,Autocorr,#bfff00
AATSC3i,4.1856007142571094e-05,-0.00025134533643722534,Autocorr,#bfff00
MATS3p,-2.0040368491347493e-06,-9.334967894991664e-05,Autocorr,#bfff00
MATS3v,-1.583722504694407e-05,-9.600547226995548e-05,Autocorr,#bfff00
SpAbs_Dzi,2.3494728595974124e-07,1.6160986640034736e-06,Matrix,#ff00ed
SpAbs_Dzse,1.2302771210670471e-06,3.528188575296909e-06,Matrix,#ff00ed
ChargeTotalAbsoulte,-4.0066343816036465e-06,-2.0211393182978377e-05,Charge,#0033ff
AATSC0c,1.6714700243891656e-06,-7.240609689596056e-07,Autocorr,#bfff00
