"pmi","vsurf_DD12","vsurf_DD13","vsurf_DW12","vsurf_DW13","vsurf_DW23","vsurf_IW8","vsurf_W1","vsurf_W7","vsurf_Wp5","ast_fraglike","ast_fraglike_ext","ast_violation","ast_violation_ext","a_acc","a_acid","a_aro","a_base","a_don","a_donacc","a_heavy","a_IC","a_nCl","a_nF","a_nH","a_nN","a_nO","a_nS","b_1rotN","b_double","b_max1len","b_single","b_triple","chiral","chiral_u","diameter","FCharge","h_log_dbo","h_pKa","h_pKb","lip_acc","lip_don","lip_druglike","lip_violation","mutagenic","opr_leadlike","opr_nrot","opr_violation","PEOE_VSA+2","PEOE_VSA+3","PEOE_VSA+4","PEOE_VSA+5","PEOE_VSA+6","PEOE_VSA-1","PEOE_VSA-2","PEOE_VSA-3","PEOE_VSA-4","PEOE_VSA-5","PEOE_VSA-6","PEOE_VSA_PPOS","radius","reactive","SlogP_VSA1","SlogP_VSA2","SlogP_VSA3","SlogP_VSA4","SlogP_VSA6","SlogP_VSA8","SMR_VSA0","SMR_VSA1","SMR_VSA2","SMR_VSA5","SMR_VSA6","vsa_acc","vsa_acid","vsa_base","vsa_don","vsa_other"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
